uid,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days
168288128.0,1,1.0,1.0,1.0,1.0
168288352.0,4,4.0,,,
168288464.0,61,2.0,2.0,2.0,2.0
168288768.0,5,4.0,4.0,4.0,4.0
168289104.0,18,17.0,11.0,7.0,5.0
168289536.0,20,19.0,4.0,4.0,
168289664.0,13,11.0,4.0,2.0,2.0
168289936.0,5,5.0,5.0,5.0,5.0
168290544.0,65,56.0,56.0,50.0,50.0
168290784.0,6,2.0,,,
168290960.0,7,7.0,7.0,7.0,7.0
168291248.0,81,80.0,80.0,78.0,77.0
168291328.0,113,82.0,66.0,63.0,62.0
168292176.0,149,50.0,36.0,36.0,34.0
168292624.0,80,1.0,1.0,1.0,1.0
168292928.0,98,84.0,78.0,78.0,78.0
168292976.0,1,1.0,,,
168293200.0,42,3.0,2.0,1.0,
168293296.0,27,21.0,17.0,2.0,2.0
168293632.0,76,68.0,68.0,66.0,64.0
168294640.0,16,16.0,,,
168296464.0,83,51.0,17.0,17.0,
168297344.0,50,45.0,17.0,17.0,7.0
168297856.0,1,,,,
168298768.0,341,323.0,129.0,128.0,128.0
168299104.0,105,53.0,3.0,3.0,3.0
168299808.0,39,35.0,,,
168300048.0,64,30.0,24.0,12.0,5.0
168300144.0,1,,,,
168300432.0,4,2.0,2.0,1.0,1.0
168300672.0,1,1.0,1.0,1.0,1.0
168301056.0,8,8.0,8.0,4.0,4.0
168302176.0,40,36.0,5.0,4.0,4.0
168302816.0,3,2.0,2.0,2.0,2.0
168302896.0,7,7.0,7.0,7.0,7.0
168303136.0,20,3.0,3.0,3.0,2.0
168303440.0,13,1.0,1.0,1.0,1.0
168303456.0,44,7.0,6.0,6.0,5.0
168304112.0,6,6.0,6.0,6.0,6.0
168304224.0,6,6.0,5.0,5.0,5.0
168304512.0,17,8.0,7.0,7.0,7.0
168306096.0,4,,,,
168307008.0,18,18.0,,,
168307056.0,9,8.0,4.0,3.0,3.0
168307328.0,75,62.0,50.0,48.0,42.0
168307888.0,122,122.0,122.0,122.0,122.0
168308016.0,5,2.0,,,
168308976.0,22,18.0,15.0,15.0,15.0
168309936.0,7,5.0,4.0,4.0,4.0
168309952.0,2,2.0,2.0,1.0,1.0
168310080.0,3,1.0,1.0,1.0,1.0
168311744.0,4,4.0,3.0,3.0,3.0
168312400.0,14,3.0,3.0,3.0,3.0
168312624.0,36,32.0,22.0,20.0,20.0
168312768.0,15,11.0,6.0,4.0,4.0
168313872.0,6,,,,
168313920.0,6,5.0,5.0,5.0,5.0
168313968.0,3,1.0,,,
168314256.0,75,75.0,45.0,15.0,15.0
168314560.0,90,84.0,82.0,82.0,82.0
168314992.0,7,7.0,7.0,5.0,4.0
168315600.0,92,73.0,60.0,42.0,27.0
168315936.0,10,7.0,6.0,4.0,4.0
168317040.0,17,16.0,15.0,15.0,15.0
168317136.0,1,1.0,1.0,1.0,1.0
168317248.0,4,4.0,4.0,4.0,4.0
168319168.0,17,15.0,15.0,15.0,15.0
168319296.0,12,2.0,1.0,1.0,1.0
168319616.0,2,2.0,2.0,2.0,2.0
168319840.0,91,58.0,47.0,45.0,45.0
168320032.0,62,27.0,19.0,6.0,5.0
168320400.0,8,8.0,8.0,8.0,7.0
168320672.0,371,91.0,84.0,75.0,48.0
168320848.0,32,18.0,16.0,7.0,5.0
168321056.0,24,4.0,2.0,1.0,
168321072.0,38,34.0,33.0,28.0,7.0
168321472.0,13,11.0,11.0,6.0,6.0
168321984.0,2,2.0,1.0,1.0,1.0
168322416.0,83,18.0,17.0,7.0,1.0
168323280.0,37,10.0,9.0,9.0,7.0
168323360.0,1,,,,
168323696.0,13,,,,
168324976.0,6,6.0,6.0,6.0,6.0
168326032.0,2,2.0,1.0,1.0,1.0
168327040.0,1,1.0,1.0,1.0,
168327168.0,52,47.0,21.0,21.0,20.0
168327728.0,8,7.0,5.0,4.0,4.0
168327936.0,10,10.0,8.0,7.0,7.0
168328304.0,62,58.0,23.0,17.0,17.0
168328336.0,11,11.0,7.0,5.0,4.0
168328432.0,2,2.0,2.0,2.0,2.0
168328640.0,53,44.0,37.0,9.0,9.0
168328896.0,1,1.0,1.0,,
168329472.0,36,7.0,,,
168329760.0,16,15.0,14.0,10.0,10.0
168329776.0,24,22.0,19.0,19.0,14.0
168330256.0,9,,,,
168330432.0,1,1.0,,,
168330464.0,62,18.0,3.0,1.0,1.0
168330784.0,3,2.0,2.0,2.0,2.0
168330816.0,4,4.0,3.0,3.0,3.0
168330864.0,15,13.0,6.0,4.0,4.0
168331184.0,98,91.0,75.0,71.0,68.0
168331376.0,3,3.0,2.0,2.0,2.0
168331936.0,23,20.0,20.0,20.0,20.0
168332048.0,13,6.0,3.0,1.0,1.0
168332816.0,7,6.0,2.0,2.0,2.0
168333008.0,16,5.0,2.0,2.0,2.0
168333040.0,286,286.0,286.0,253.0,253.0
168333136.0,1,1.0,1.0,,
168333472.0,180,164.0,161.0,161.0,161.0
168333776.0,34,25.0,12.0,12.0,12.0
168333936.0,61,57.0,56.0,37.0,36.0
168334064.0,3,3.0,3.0,3.0,3.0
168334256.0,10,8.0,6.0,4.0,4.0
168334912.0,4,2.0,2.0,2.0,2.0
168335152.0,24,23.0,20.0,20.0,20.0
168335216.0,106,102.0,98.0,97.0,97.0
168336768.0,1,1.0,,,
168336832.0,98,65.0,49.0,,
168336944.0,9,5.0,5.0,5.0,1.0
168337392.0,33,33.0,33.0,33.0,33.0
168338336.0,95,86.0,69.0,64.0,63.0
168338400.0,53,53.0,51.0,6.0,5.0
168338896.0,4,4.0,4.0,4.0,4.0
168339968.0,2,2.0,2.0,2.0,2.0
168340528.0,2,2.0,,,
168340560.0,22,19.0,9.0,9.0,9.0
168340672.0,88,70.0,53.0,51.0,44.0
168341248.0,54,47.0,4.0,4.0,4.0
168341680.0,39,39.0,39.0,39.0,39.0
168341856.0,3,1.0,,,
168341872.0,35,35.0,34.0,34.0,34.0
168342960.0,16,16.0,15.0,10.0,10.0
168343408.0,17,17.0,16.0,16.0,2.0
168344112.0,5,3.0,3.0,3.0,3.0
168344976.0,54,25.0,25.0,23.0,22.0
168346112.0,84,56.0,1.0,,
168346192.0,9,4.0,4.0,4.0,4.0
168346512.0,29,23.0,19.0,19.0,17.0
168346896.0,35,14.0,7.0,7.0,7.0
168346944.0,31,12.0,10.0,10.0,10.0
168347600.0,47,47.0,35.0,33.0,33.0
168348272.0,1,1.0,1.0,1.0,
168348656.0,11,,,,
168349072.0,9,9.0,9.0,9.0,9.0
168350080.0,31,,,,
168350176.0,31,10.0,9.0,9.0,9.0
168350688.0,8,7.0,7.0,,
168350848.0,80,79.0,78.0,3.0,3.0
168350928.0,11,11.0,11.0,11.0,11.0
168351056.0,26,23.0,18.0,18.0,18.0
168351136.0,31,19.0,18.0,18.0,12.0
168351536.0,21,18.0,10.0,8.0,8.0
168351808.0,99,98.0,98.0,2.0,2.0
168352208.0,101,99.0,34.0,30.0,30.0
168352496.0,3,2.0,2.0,2.0,2.0
168353136.0,3,,,,
168353184.0,33,17.0,15.0,12.0,12.0
168353312.0,5,2.0,,,
168353360.0,1,1.0,,,
168353984.0,48,33.0,24.0,15.0,4.0
168354096.0,1,,,,
168354112.0,27,20.0,13.0,12.0,12.0
168354336.0,29,27.0,27.0,13.0,13.0
168354432.0,1,1.0,1.0,1.0,1.0
168354992.0,39,22.0,16.0,13.0,13.0
168355056.0,2,2.0,2.0,2.0,2.0
168355136.0,375,291.0,186.0,143.0,122.0
168355264.0,15,15.0,9.0,9.0,9.0
168355376.0,20,14.0,10.0,7.0,7.0
168355408.0,37,18.0,15.0,13.0,13.0
168355968.0,485,239.0,145.0,145.0,144.0
168356032.0,1,1.0,,,
168356304.0,452,451.0,451.0,451.0,451.0
168356640.0,69,59.0,9.0,2.0,2.0
168356656.0,18,12.0,9.0,4.0,4.0
168356784.0,162,85.0,53.0,39.0,38.0
168357312.0,121,117.0,114.0,8.0,7.0
168357632.0,36,34.0,33.0,33.0,14.0
168358064.0,108,58.0,25.0,15.0,5.0
168358192.0,101,54.0,25.0,14.0,14.0
168358688.0,49,26.0,16.0,3.0,3.0
168358976.0,14,14.0,14.0,14.0,14.0
168358992.0,21,8.0,5.0,5.0,5.0
168359120.0,5,,,,
168359456.0,109,97.0,87.0,87.0,78.0
168359472.0,1,1.0,1.0,1.0,1.0
168360336.0,78,78.0,72.0,24.0,21.0
168360448.0,22,2.0,1.0,1.0,1.0
168361136.0,62,57.0,33.0,33.0,33.0
168361632.0,12,6.0,1.0,,
168362736.0,41,31.0,20.0,17.0,16.0
168363072.0,96,31.0,11.0,7.0,6.0
168363200.0,47,40.0,11.0,7.0,7.0
168363376.0,49,4.0,4.0,,
168363904.0,47,18.0,17.0,17.0,11.0
168364032.0,14,12.0,11.0,6.0,6.0
168364064.0,15,13.0,1.0,1.0,1.0
168364208.0,3,3.0,3.0,,
168364816.0,12,12.0,8.0,5.0,5.0
168364880.0,87,81.0,19.0,17.0,17.0
168365232.0,7,5.0,5.0,5.0,2.0
168365392.0,24,6.0,1.0,1.0,1.0
168366128.0,33,29.0,2.0,2.0,2.0
168366208.0,112,80.0,75.0,48.0,48.0
168367200.0,31,9.0,6.0,5.0,3.0
168367632.0,13,13.0,13.0,11.0,11.0
168367792.0,88,55.0,46.0,46.0,46.0
168367808.0,135,124.0,117.0,56.0,53.0
168367888.0,15,2.0,,,
168368688.0,20,20.0,20.0,20.0,20.0
168369184.0,200,184.0,172.0,34.0,33.0
168369408.0,61,54.0,14.0,14.0,14.0
168369568.0,32,32.0,32.0,32.0,32.0
168369680.0,25,25.0,25.0,25.0,25.0
168370000.0,25,18.0,14.0,11.0,11.0
168370896.0,2,2.0,2.0,1.0,1.0
168371520.0,7,6.0,5.0,2.0,2.0
168371568.0,2,,,,
168372208.0,24,18.0,18.0,18.0,18.0
168372512.0,3,3.0,3.0,3.0,3.0
168373168.0,1,1.0,,,
168373360.0,189,151.0,139.0,105.0,105.0
168373584.0,23,19.0,13.0,13.0,13.0
168374384.0,3,,,,
168374448.0,4,4.0,,,
168374656.0,21,4.0,1.0,1.0,1.0
168374912.0,2,,,,
168374944.0,4,1.0,1.0,1.0,1.0
168375728.0,41,16.0,2.0,,
168375952.0,955,393.0,65.0,54.0,54.0
168376112.0,45,36.0,19.0,12.0,12.0
168376144.0,4,1.0,1.0,1.0,1.0
168376224.0,13,9.0,7.0,7.0,6.0
168376416.0,40,15.0,15.0,15.0,13.0
168376448.0,30,10.0,7.0,4.0,4.0
168376560.0,20,8.0,3.0,3.0,3.0
168376656.0,29,27.0,21.0,21.0,21.0
168376832.0,24,10.0,5.0,5.0,5.0
168376960.0,4,4.0,3.0,3.0,3.0
168377424.0,14,14.0,13.0,13.0,13.0
168377664.0,11,11.0,5.0,,
168377872.0,52,50.0,1.0,1.0,
168378240.0,40,12.0,12.0,12.0,12.0
168378288.0,4,2.0,2.0,2.0,2.0
168379136.0,32,5.0,4.0,2.0,2.0
168379216.0,1,1.0,1.0,1.0,1.0
168379280.0,10,3.0,,,
168379472.0,30,26.0,22.0,22.0,
168379744.0,36,16.0,11.0,4.0,1.0
168380000.0,5,,,,
168380016.0,13,10.0,5.0,4.0,4.0
168380496.0,32,4.0,4.0,3.0,3.0
168380544.0,295,270.0,87.0,87.0,87.0
168380592.0,4,1.0,1.0,1.0,1.0
168381664.0,1,,,,
168382208.0,9,8.0,6.0,5.0,3.0
168382384.0,45,26.0,23.0,22.0,4.0
168382512.0,3,2.0,2.0,1.0,1.0
168383088.0,107,100.0,94.0,93.0,93.0
168383760.0,11,7.0,2.0,,
168384032.0,120,25.0,16.0,13.0,8.0
168384608.0,37,4.0,4.0,4.0,4.0
168384928.0,1,1.0,1.0,1.0,
168385296.0,92,90.0,57.0,57.0,57.0
168385312.0,42,42.0,41.0,41.0,41.0
168386688.0,1,,,,
168387200.0,7,7.0,5.0,4.0,3.0
168387232.0,68,54.0,17.0,16.0,15.0
168387520.0,15,13.0,3.0,3.0,3.0
168387664.0,6,3.0,,,
168388240.0,13,8.0,6.0,5.0,5.0
168388960.0,4,2.0,2.0,1.0,1.0
168389072.0,7,4.0,4.0,4.0,4.0
168389184.0,5,3.0,3.0,3.0,3.0
168389312.0,3,3.0,1.0,,
168389456.0,20,16.0,15.0,13.0,12.0
168389936.0,9,1.0,1.0,,
168390880.0,1,1.0,1.0,1.0,1.0
168391472.0,57,54.0,50.0,45.0,45.0
168391968.0,19,2.0,2.0,2.0,2.0
168392224.0,381,228.0,51.0,12.0,3.0
168392368.0,7,2.0,2.0,2.0,2.0
168392624.0,33,12.0,9.0,9.0,9.0
168393424.0,1,,,,
168393584.0,23,14.0,11.0,8.0,8.0
168394192.0,4,4.0,3.0,,
168394256.0,16,8.0,4.0,4.0,4.0
168394448.0,69,,,,
168394480.0,8,7.0,6.0,4.0,2.0
168395008.0,2,2.0,2.0,2.0,2.0
168395376.0,60,58.0,58.0,58.0,57.0
168396240.0,6,3.0,1.0,1.0,1.0
168397008.0,38,36.0,6.0,6.0,3.0
168397136.0,9,,,,
168397840.0,7,3.0,3.0,,
168397920.0,46,45.0,4.0,4.0,2.0
168398512.0,112,102.0,94.0,67.0,67.0
168398880.0,28,28.0,27.0,27.0,27.0
168399184.0,50,37.0,6.0,5.0,5.0
168399616.0,9,4.0,,,
168399648.0,23,14.0,13.0,12.0,11.0
168399952.0,6,6.0,1.0,1.0,
168400672.0,25,8.0,,,
168400720.0,44,44.0,43.0,42.0,42.0
168400768.0,3,2.0,2.0,2.0,2.0
168401808.0,9,9.0,,,
168402752.0,20,1.0,,,
168403488.0,1,,,,
168403568.0,23,21.0,19.0,19.0,1.0
168403856.0,8,8.0,1.0,1.0,1.0
168404480.0,52,34.0,11.0,,
168404656.0,25,2.0,2.0,2.0,2.0
168404736.0,85,49.0,46.0,35.0,34.0
168405408.0,50,47.0,36.0,36.0,21.0
168405648.0,46,44.0,43.0,6.0,4.0
168405696.0,18,15.0,5.0,5.0,5.0
168405824.0,78,77.0,77.0,77.0,77.0
168405952.0,2,2.0,1.0,1.0,1.0
168406624.0,31,19.0,16.0,1.0,
168406992.0,26,21.0,1.0,,
168407040.0,20,18.0,17.0,17.0,15.0
168407280.0,271,247.0,150.0,85.0,2.0
168408368.0,88,59.0,36.0,33.0,32.0
168409216.0,22,22.0,18.0,13.0,10.0
168409584.0,5,4.0,4.0,4.0,4.0
168409744.0,6,6.0,4.0,4.0,4.0
168410624.0,10,7.0,6.0,1.0,1.0
168410800.0,13,13.0,11.0,11.0,11.0
168410992.0,46,41.0,16.0,16.0,16.0
168411712.0,742,464.0,11.0,11.0,10.0
168411760.0,10,10.0,10.0,10.0,10.0
168411792.0,20,20.0,20.0,6.0,
168412272.0,13,11.0,9.0,9.0,9.0
168412416.0,13,7.0,7.0,,
168412720.0,19,19.0,19.0,19.0,17.0
168413168.0,23,23.0,22.0,22.0,22.0
168413408.0,34,1.0,,,
168413456.0,16,15.0,15.0,6.0,
168413504.0,60,21.0,17.0,11.0,10.0
168414080.0,102,36.0,25.0,13.0,12.0
168414624.0,24,20.0,20.0,20.0,20.0
168415488.0,3,3.0,3.0,2.0,2.0
168415792.0,40,33.0,,,
168416128.0,1,,,,
168416208.0,56,50.0,41.0,39.0,39.0
168416480.0,1576,1357.0,1178.0,1140.0,982.0
168417328.0,2,2.0,2.0,2.0,2.0
168417504.0,8,2.0,2.0,2.0,2.0
168418560.0,1,,,,
168421216.0,50,44.0,25.0,24.0,22.0
168421264.0,2,2.0,,,
168421776.0,53,35.0,27.0,26.0,26.0
168422464.0,9,8.0,8.0,8.0,8.0
168422656.0,274,268.0,249.0,190.0,177.0
168423056.0,199,42.0,12.0,10.0,10.0
168424320.0,1,1.0,1.0,1.0,1.0
168424352.0,5,1.0,1.0,1.0,1.0
168424768.0,140,93.0,50.0,50.0,50.0
168425216.0,2,2.0,2.0,2.0,2.0
168425328.0,3,,,,
168425696.0,1,1.0,1.0,1.0,1.0
168426032.0,22,20.0,,,
168426656.0,4,3.0,3.0,3.0,3.0
168426800.0,11,9.0,6.0,1.0,1.0
168427088.0,1,1.0,1.0,,
168427344.0,28,28.0,28.0,28.0,17.0
168427824.0,3,2.0,2.0,2.0,1.0
168428272.0,40,21.0,13.0,13.0,13.0
168428704.0,16,3.0,3.0,3.0,2.0
168429024.0,22,17.0,12.0,12.0,11.0
168429296.0,34,17.0,14.0,14.0,11.0
168429344.0,60,,,,
168429616.0,19,17.0,12.0,6.0,6.0
168429936.0,16,14.0,13.0,13.0,13.0
168430544.0,18,18.0,18.0,18.0,18.0
168431056.0,3,3.0,3.0,,
168431264.0,37,35.0,29.0,29.0,29.0
168431600.0,23,20.0,20.0,19.0,18.0
168432240.0,15,13.0,7.0,5.0,2.0
168433248.0,5,4.0,4.0,2.0,2.0
168433296.0,123,7.0,1.0,1.0,1.0
168433520.0,30,21.0,21.0,21.0,21.0
168433744.0,190,87.0,51.0,34.0,30.0
168433936.0,24,21.0,17.0,15.0,14.0
168433952.0,31,17.0,17.0,4.0,4.0
168434192.0,5,3.0,2.0,2.0,
168434704.0,87,65.0,60.0,52.0,43.0
168434864.0,4,,,,
168434880.0,4,4.0,,,
168434896.0,13,1.0,,,
168435024.0,3,,,,
168435424.0,7,2.0,1.0,1.0,1.0
168435680.0,61,29.0,27.0,27.0,27.0
168436128.0,67,67.0,67.0,67.0,66.0
168436320.0,1,,,,
168436592.0,14,,,,
168436992.0,21,15.0,13.0,12.0,12.0
168437104.0,20,20.0,20.0,20.0,14.0
168437120.0,70,58.0,55.0,42.0,30.0
168437616.0,9,4.0,2.0,,
168438224.0,3,3.0,3.0,3.0,3.0
168438368.0,16,1.0,,,
168438400.0,31,31.0,1.0,1.0,1.0
168438416.0,63,,,,
168438560.0,10,2.0,2.0,2.0,2.0
168438656.0,3,2.0,1.0,1.0,1.0
168438688.0,7,4.0,4.0,4.0,4.0
168438912.0,117,8.0,6.0,3.0,3.0
168439136.0,17,9.0,8.0,7.0,7.0
168439584.0,26,24.0,3.0,3.0,3.0
168439680.0,6,3.0,3.0,3.0,3.0
168439760.0,1,1.0,,,
168440176.0,6,,,,
168440736.0,12,10.0,5.0,5.0,3.0
168440992.0,7,4.0,4.0,2.0,2.0
168441616.0,7,2.0,2.0,2.0,2.0
168442144.0,28,16.0,2.0,1.0,1.0
168442784.0,56,40.0,26.0,10.0,5.0
168443104.0,190,115.0,98.0,96.0,94.0
168443408.0,158,118.0,118.0,59.0,59.0
168443600.0,16,6.0,2.0,2.0,2.0
168443664.0,12,9.0,6.0,6.0,6.0
168443728.0,1,1.0,1.0,,
168444128.0,1,,,,
168444272.0,3,,,,
168444352.0,17,12.0,10.0,1.0,1.0
168446496.0,56,19.0,15.0,14.0,8.0
168446544.0,31,31.0,5.0,5.0,5.0
168447616.0,4,4.0,2.0,1.0,1.0
168447664.0,11,11.0,2.0,2.0,2.0
168448224.0,29,28.0,25.0,,
168448272.0,2,1.0,1.0,1.0,1.0
168448512.0,1,1.0,1.0,1.0,1.0
168448688.0,3,1.0,,,
168448944.0,49,45.0,17.0,17.0,17.0
168449056.0,3,3.0,1.0,1.0,
168450448.0,1,1.0,,,
168450752.0,22,22.0,,,
168450800.0,22,22.0,22.0,22.0,22.0
168451904.0,5,1.0,1.0,1.0,1.0
168451920.0,484,102.0,101.0,96.0,96.0
168452080.0,1,1.0,1.0,,
168453264.0,3,3.0,1.0,1.0,1.0
168453408.0,37,21.0,18.0,18.0,18.0
168453504.0,94,93.0,4.0,2.0,2.0
168454336.0,34,21.0,8.0,8.0,8.0
168455264.0,43,11.0,10.0,5.0,5.0
168455616.0,44,39.0,15.0,10.0,10.0
168455808.0,7,5.0,4.0,3.0,3.0
168456336.0,20,5.0,2.0,2.0,2.0
168456608.0,8,4.0,3.0,3.0,2.0
168456624.0,2,,,,
168456864.0,26,25.0,18.0,14.0,12.0
168456880.0,4,4.0,4.0,4.0,4.0
168456944.0,1,,,,
168457856.0,6,5.0,5.0,5.0,5.0
168457968.0,7,3.0,3.0,3.0,3.0
168457984.0,13,13.0,10.0,10.0,10.0
168458144.0,25,14.0,1.0,1.0,
168458224.0,1,,,,
168459024.0,20,19.0,19.0,16.0,15.0
168459168.0,45,43.0,42.0,38.0,22.0
168459248.0,111,92.0,40.0,37.0,31.0
168459408.0,2,2.0,2.0,,
168459744.0,1,,,,
168459808.0,1,1.0,,,
168460720.0,25,25.0,25.0,25.0,25.0
168460864.0,15,13.0,12.0,12.0,12.0
168460896.0,4,3.0,3.0,2.0,1.0
168460912.0,71,47.0,13.0,12.0,11.0
168460928.0,26,23.0,19.0,12.0,12.0
168461232.0,2,,,,
168461312.0,12,10.0,7.0,2.0,
168461952.0,128,120.0,25.0,24.0,24.0
168462832.0,32,31.0,31.0,11.0,11.0
168463040.0,52,21.0,4.0,4.0,4.0
168463168.0,10,10.0,9.0,2.0,2.0
168463504.0,8,8.0,8.0,8.0,8.0
168464560.0,57,53.0,53.0,51.0,51.0
168464736.0,6,5.0,5.0,5.0,5.0
168464864.0,3,3.0,3.0,,
168465856.0,17,17.0,17.0,17.0,17.0
168466624.0,94,87.0,80.0,65.0,62.0
168466832.0,39,38.0,7.0,7.0,7.0
168467728.0,53,21.0,4.0,4.0,1.0
168467776.0,27,26.0,5.0,1.0,1.0
168467840.0,4,1.0,1.0,1.0,1.0
168467888.0,9,9.0,2.0,2.0,2.0
168468576.0,3,,,,
168468848.0,19,15.0,12.0,6.0,6.0
168469968.0,38,27.0,27.0,25.0,25.0
168470144.0,1,1.0,,,
168470624.0,14,10.0,10.0,7.0,7.0
168470720.0,16,7.0,3.0,3.0,3.0
168471200.0,10,7.0,5.0,5.0,5.0
168471488.0,88,88.0,30.0,,
168471696.0,12,12.0,,,
168472192.0,5,5.0,2.0,2.0,2.0
168472208.0,83,83.0,31.0,1.0,1.0
168473568.0,7,7.0,7.0,7.0,7.0
168473888.0,25,4.0,4.0,1.0,
168473968.0,8,5.0,3.0,3.0,3.0
168474528.0,16,,,,
168475136.0,38,17.0,16.0,14.0,14.0
168475808.0,32,32.0,17.0,11.0,11.0
168476304.0,30,27.0,11.0,11.0,10.0
168476352.0,3,1.0,,,
168476368.0,47,45.0,12.0,1.0,1.0
168477024.0,44,27.0,19.0,19.0,17.0
168477168.0,7,6.0,6.0,2.0,2.0
168477424.0,131,120.0,112.0,110.0,106.0
168477648.0,1,1.0,1.0,1.0,1.0
168478080.0,9,3.0,2.0,1.0,1.0
168479152.0,81,68.0,42.0,39.0,37.0
168480080.0,30,24.0,17.0,12.0,9.0
168480160.0,1,1.0,1.0,1.0,1.0
168480272.0,15,11.0,11.0,11.0,10.0
168480800.0,1,,,,
168481056.0,21,15.0,15.0,15.0,14.0
168481296.0,3,3.0,,,
168481520.0,17,9.0,9.0,9.0,9.0
168481744.0,17,5.0,5.0,5.0,5.0
168481952.0,5,5.0,2.0,2.0,2.0
168482400.0,27,9.0,8.0,2.0,2.0
168483248.0,22,16.0,13.0,11.0,3.0
168483504.0,17,11.0,11.0,10.0,10.0
168483648.0,79,42.0,21.0,14.0,14.0
168483760.0,52,2.0,2.0,2.0,2.0
168484208.0,27,27.0,,,
168484480.0,34,20.0,20.0,19.0,19.0
168484656.0,77,76.0,75.0,75.0,75.0
168485568.0,50,50.0,,,
168486096.0,1,1.0,,,
168486496.0,200,199.0,197.0,28.0,28.0
168486832.0,20,20.0,20.0,20.0,20.0
168487376.0,110,6.0,5.0,2.0,2.0
168487776.0,8,8.0,8.0,,
168488064.0,1,,,,
168488560.0,309,301.0,283.0,280.0,280.0
168488752.0,2,1.0,1.0,,
168489088.0,9,8.0,4.0,4.0,2.0
168489392.0,2,2.0,1.0,1.0,1.0
168489712.0,4,3.0,3.0,3.0,3.0
168489920.0,22,16.0,15.0,15.0,15.0
168490400.0,113,38.0,17.0,16.0,8.0
168490816.0,12,12.0,8.0,8.0,8.0
168491008.0,452,256.0,48.0,47.0,47.0
168491088.0,39,32.0,27.0,26.0,25.0
168491312.0,17,10.0,10.0,8.0,5.0
168491520.0,16,16.0,14.0,8.0,8.0
168492064.0,12,9.0,8.0,3.0,
168492624.0,4,3.0,3.0,3.0,3.0
168492656.0,5,2.0,,,
168493056.0,6,6.0,6.0,6.0,6.0
168493696.0,154,154.0,60.0,30.0,30.0
168493728.0,3,,,,
168494496.0,2,2.0,1.0,1.0,1.0
168495232.0,12,8.0,6.0,6.0,4.0
168495648.0,24,24.0,7.0,7.0,7.0
168495728.0,30,30.0,18.0,11.0,11.0
168495920.0,226,174.0,153.0,153.0,
168496224.0,32,,,,
168496688.0,1,1.0,1.0,1.0,1.0
168496944.0,31,17.0,12.0,4.0,4.0
168497440.0,6,6.0,2.0,1.0,1.0
168497776.0,12,8.0,2.0,2.0,
168499120.0,135,100.0,82.0,82.0,82.0
168499216.0,5,5.0,5.0,,
168499344.0,21,21.0,21.0,21.0,21.0
168499536.0,14,14.0,14.0,14.0,14.0
168499584.0,1,1.0,,,
168499616.0,4,4.0,4.0,4.0,4.0
168500992.0,46,46.0,7.0,3.0,3.0
168501040.0,2,,,,
168501216.0,71,70.0,2.0,2.0,2.0
168501840.0,67,46.0,31.0,26.0,
168502688.0,41,38.0,28.0,28.0,28.0
168503120.0,5,1.0,1.0,1.0,1.0
168503840.0,6,3.0,3.0,3.0,3.0
168504112.0,23,19.0,14.0,14.0,13.0
168504128.0,3,3.0,3.0,3.0,3.0
168504752.0,16,9.0,5.0,3.0,2.0
168505408.0,2,,,,
168505488.0,15,8.0,5.0,5.0,4.0
168505872.0,1,1.0,,,
168506048.0,7,,,,
168506832.0,1,1.0,1.0,,
168507648.0,76,25.0,22.0,22.0,22.0
168508176.0,10,,,,
168508240.0,184,177.0,176.0,176.0,176.0
168509952.0,12,12.0,12.0,12.0,12.0
168510080.0,29,29.0,29.0,29.0,29.0
168510192.0,110,110.0,84.0,84.0,84.0
168510768.0,173,85.0,18.0,17.0,14.0
168510912.0,18,16.0,9.0,9.0,9.0
168511264.0,14,10.0,2.0,2.0,2.0
168511296.0,103,48.0,41.0,41.0,37.0
168511632.0,4,4.0,4.0,4.0,4.0
168511888.0,2,2.0,2.0,2.0,2.0
168512048.0,16,2.0,2.0,1.0,1.0
168512800.0,5,2.0,1.0,,
168512816.0,5,4.0,,,
168513264.0,15,15.0,,,
168513376.0,152,10.0,10.0,10.0,4.0
168513600.0,102,9.0,7.0,3.0,2.0
168513936.0,2,2.0,2.0,2.0,2.0
168514048.0,35,32.0,20.0,20.0,20.0
168514064.0,221,85.0,82.0,65.0,50.0
168514352.0,48,11.0,7.0,3.0,3.0
168514672.0,15,7.0,,,
168514784.0,112,70.0,65.0,62.0,53.0
168515184.0,4,,,,
168515392.0,2,1.0,1.0,1.0,1.0
168515552.0,7,4.0,3.0,1.0,
168515904.0,4,1.0,,,
168516176.0,400,390.0,367.0,363.0,351.0
168516400.0,47,4.0,,,
168516752.0,15,15.0,8.0,8.0,8.0
168516928.0,6,3.0,1.0,1.0,1.0
168517040.0,38,38.0,38.0,38.0,38.0
168517136.0,11,7.0,7.0,7.0,7.0
168517248.0,30,29.0,14.0,13.0,12.0
168517376.0,24,17.0,2.0,2.0,2.0
168517392.0,70,38.0,38.0,12.0,12.0
168517488.0,315,275.0,247.0,245.0,240.0
168517536.0,4,3.0,3.0,3.0,
168518208.0,8,8.0,2.0,2.0,2.0
168518384.0,13,10.0,9.0,5.0,4.0
168518592.0,1,1.0,1.0,1.0,
168518640.0,3,2.0,1.0,1.0,
168518720.0,17,12.0,9.0,9.0,5.0
168518992.0,45,22.0,6.0,5.0,5.0
168519072.0,76,30.0,30.0,30.0,30.0
168519184.0,2,1.0,,,
168519248.0,11,11.0,11.0,,
