uid,freq_search_last_30_days,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days
168272448.0,53,24.0,20.0,8.0,8.0,8.0
168272896.0,96,60.0,56.0,56.0,42.0,41.0
168272960.0,45,43.0,34.0,28.0,28.0,19.0
168274160.0,6,5.0,4.0,2.0,2.0,2.0
168274672.0,22,11.0,10.0,8.0,2.0,2.0
168274976.0,27,8.0,7.0,7.0,7.0,7.0
168275776.0,192,101.0,70.0,53.0,16.0,4.0
168276224.0,68,26.0,19.0,14.0,10.0,10.0
168276512.0,44,23.0,21.0,19.0,15.0,12.0
168277216.0,78,41.0,35.0,33.0,30.0,28.0
168278048.0,24,23.0,20.0,18.0,14.0,14.0
168278304.0,16,14.0,7.0,4.0,3.0,3.0
168278832.0,5,2.0,1.0,,,
168279024.0,3,3.0,,,,
168279056.0,1,1.0,,,,
168279072.0,7,,,,,
168279136.0,28,19.0,17.0,7.0,6.0,6.0
168279200.0,98,80.0,43.0,43.0,40.0,40.0
168279248.0,8,4.0,4.0,4.0,4.0,4.0
168279296.0,176,157.0,110.0,99.0,99.0,92.0
168279824.0,64,57.0,9.0,9.0,1.0,1.0
168280112.0,89,69.0,63.0,50.0,33.0,33.0
168280304.0,29,9.0,8.0,3.0,3.0,3.0
168280624.0,141,79.0,70.0,56.0,42.0,40.0
168281056.0,10,7.0,5.0,5.0,5.0,5.0
168281312.0,66,28.0,26.0,13.0,8.0,8.0
168281456.0,96,79.0,73.0,72.0,58.0,58.0
168281616.0,2,,,,,
168281856.0,8,,,,,
168281872.0,85,29.0,27.0,20.0,14.0,14.0
168282448.0,8,7.0,6.0,4.0,3.0,2.0
168282784.0,5,1.0,,,,
168282800.0,1,,,,,
168283120.0,6,1.0,1.0,1.0,1.0,1.0
168283792.0,71,51.0,41.0,33.0,27.0,25.0
168284032.0,105,78.0,62.0,41.0,20.0,20.0
168284048.0,49,30.0,22.0,17.0,14.0,14.0
168284192.0,36,7.0,7.0,7.0,7.0,7.0
168284704.0,41,13.0,4.0,2.0,2.0,2.0
168285328.0,52,44.0,41.0,37.0,,
168285616.0,86,69.0,28.0,15.0,12.0,10.0
168285632.0,86,51.0,35.0,8.0,8.0,8.0
168285776.0,59,14.0,14.0,3.0,1.0,1.0
168286384.0,89,54.0,47.0,30.0,28.0,28.0
168287040.0,233,24.0,19.0,1.0,1.0,1.0
168287088.0,79,77.0,68.0,67.0,62.0,60.0
168287296.0,5,3.0,3.0,2.0,,
168288096.0,48,13.0,10.0,9.0,6.0,5.0
168288128.0,44,39.0,26.0,13.0,13.0,13.0
168288240.0,42,2.0,2.0,,,
168288352.0,82,17.0,10.0,6.0,,
168288368.0,6,2.0,2.0,,,
168288464.0,146,63.0,55.0,36.0,33.0,33.0
168288768.0,4,,,,,
168289104.0,94,69.0,55.0,41.0,39.0,39.0
168289536.0,49,37.0,25.0,17.0,13.0,7.0
168289664.0,224,71.0,59.0,41.0,41.0,41.0
168289936.0,33,33.0,33.0,33.0,33.0,33.0
168290544.0,191,136.0,100.0,78.0,53.0,53.0
168290624.0,16,3.0,3.0,3.0,3.0,3.0
168290784.0,111,44.0,35.0,27.0,26.0,26.0
168291248.0,39,34.0,30.0,30.0,19.0,19.0
168291328.0,233,183.0,155.0,118.0,94.0,94.0
168292176.0,121,87.0,48.0,40.0,22.0,21.0
168292624.0,64,49.0,29.0,21.0,15.0,15.0
168292928.0,157,107.0,73.0,61.0,61.0,61.0
168292976.0,4,2.0,1.0,1.0,,
168293200.0,52,42.0,30.0,28.0,25.0,24.0
168293296.0,85,55.0,28.0,19.0,19.0,15.0
168293616.0,42,8.0,2.0,2.0,,
168293632.0,28,27.0,21.0,21.0,21.0,21.0
168294640.0,56,23.0,18.0,14.0,14.0,14.0
168296464.0,39,18.0,12.0,3.0,3.0,1.0
168297344.0,52,45.0,35.0,21.0,21.0,5.0
168297856.0,108,80.0,32.0,11.0,7.0,7.0
168298768.0,167,129.0,59.0,47.0,43.0,41.0
168299104.0,62,35.0,26.0,26.0,20.0,20.0
168299808.0,42,39.0,25.0,6.0,5.0,5.0
168300048.0,129,82.0,67.0,56.0,23.0,17.0
168300144.0,40,6.0,,,,
168300432.0,40,18.0,8.0,3.0,,
168300672.0,8,3.0,3.0,3.0,3.0,3.0
168301056.0,37,31.0,27.0,15.0,11.0,10.0
168301216.0,90,62.0,33.0,18.0,15.0,15.0
168302176.0,126,79.0,51.0,25.0,22.0,22.0
168302752.0,20,8.0,7.0,2.0,1.0,1.0
168302800.0,21,10.0,7.0,7.0,7.0,7.0
168302816.0,55,21.0,10.0,10.0,10.0,10.0
168302896.0,65,23.0,21.0,17.0,17.0,17.0
168303136.0,74,51.0,28.0,22.0,8.0,8.0
168303440.0,9,6.0,6.0,6.0,3.0,3.0
168303456.0,113,86.0,65.0,56.0,53.0,48.0
168304112.0,5,5.0,5.0,5.0,5.0,5.0
168304224.0,35,19.0,18.0,17.0,17.0,16.0
168304512.0,93,75.0,51.0,48.0,48.0,48.0
168306096.0,17,6.0,6.0,5.0,5.0,4.0
168307008.0,59,29.0,21.0,2.0,,
168307056.0,37,21.0,16.0,8.0,8.0,4.0
168307328.0,137,85.0,39.0,20.0,13.0,7.0
168307888.0,56,23.0,18.0,18.0,17.0,17.0
168308016.0,37,35.0,14.0,6.0,6.0,5.0
168309504.0,28,9.0,9.0,2.0,2.0,2.0
168309744.0,5,1.0,1.0,,,
168309936.0,56,32.0,28.0,27.0,17.0,17.0
168309952.0,40,9.0,9.0,5.0,4.0,4.0
168310080.0,43,28.0,1.0,1.0,1.0,1.0
168310608.0,58,43.0,34.0,28.0,23.0,23.0
168311584.0,29,3.0,3.0,1.0,,
168311744.0,94,22.0,22.0,22.0,6.0,6.0
168312064.0,49,33.0,13.0,7.0,6.0,5.0
168312400.0,137,127.0,70.0,70.0,67.0,54.0
168312624.0,69,41.0,41.0,30.0,28.0,28.0
168312768.0,197,139.0,105.0,62.0,36.0,36.0
168313872.0,21,21.0,1.0,1.0,1.0,1.0
168313920.0,22,16.0,9.0,4.0,4.0,4.0
168313968.0,107,26.0,14.0,4.0,3.0,3.0
168314256.0,46,36.0,33.0,28.0,27.0,27.0
168314304.0,2,1.0,,,,
168314560.0,127,49.0,42.0,30.0,29.0,28.0
168314768.0,101,,,,,
168314992.0,54,52.0,52.0,52.0,42.0,40.0
168315600.0,16,14.0,13.0,11.0,9.0,5.0
168315936.0,69,58.0,47.0,33.0,24.0,24.0
168317040.0,221,139.0,117.0,79.0,76.0,74.0
168317136.0,18,7.0,6.0,5.0,5.0,5.0
168317248.0,15,14.0,14.0,14.0,14.0,14.0
168317776.0,4,4.0,2.0,2.0,2.0,2.0
168319168.0,75,54.0,33.0,22.0,16.0,16.0
168319296.0,79,64.0,56.0,42.0,41.0,34.0
168319616.0,97,56.0,7.0,6.0,6.0,6.0
168319840.0,313,221.0,114.0,41.0,38.0,30.0
168320032.0,199,84.0,59.0,53.0,48.0,46.0
168320400.0,108,61.0,48.0,35.0,19.0,18.0
168320672.0,274,200.0,156.0,121.0,94.0,77.0
168320848.0,129,82.0,67.0,64.0,31.0,29.0
168321056.0,54,34.0,15.0,13.0,3.0,1.0
168321072.0,246,188.0,103.0,82.0,46.0,45.0
168321376.0,20,8.0,5.0,4.0,4.0,4.0
168321472.0,91,84.0,50.0,42.0,23.0,23.0
168321728.0,83,42.0,34.0,31.0,28.0,28.0
168321984.0,52,36.0,25.0,12.0,9.0,9.0
168322416.0,156,136.0,38.0,34.0,17.0,17.0
168323280.0,146,107.0,94.0,87.0,80.0,79.0
168323360.0,7,1.0,,,,
168323696.0,98,39.0,5.0,,,
168323808.0,142,45.0,29.0,11.0,11.0,11.0
168324976.0,48,32.0,32.0,32.0,31.0,31.0
168325600.0,36,2.0,2.0,2.0,2.0,2.0
168326032.0,23,4.0,3.0,3.0,3.0,3.0
168327040.0,26,12.0,6.0,3.0,2.0,2.0
168327168.0,18,11.0,9.0,9.0,8.0,6.0
168327728.0,27,22.0,19.0,12.0,8.0,7.0
168327936.0,138,92.0,92.0,90.0,75.0,73.0
168328304.0,360,334.0,325.0,66.0,28.0,28.0
168328336.0,66,25.0,10.0,2.0,2.0,2.0
168328432.0,15,10.0,10.0,10.0,10.0,10.0
168328640.0,318,74.0,68.0,35.0,9.0,9.0
168328896.0,34,17.0,7.0,7.0,7.0,6.0
168329472.0,48,23.0,7.0,,,
168329760.0,56,15.0,15.0,12.0,5.0,5.0
168329776.0,148,89.0,80.0,62.0,55.0,53.0
168330256.0,45,17.0,17.0,8.0,,
168330288.0,32,26.0,22.0,20.0,15.0,15.0
168330432.0,77,4.0,4.0,2.0,2.0,2.0
168330464.0,35,18.0,16.0,11.0,11.0,11.0
168330784.0,58,25.0,17.0,8.0,4.0,4.0
168330816.0,10,8.0,8.0,7.0,7.0,6.0
168330864.0,127,72.0,59.0,46.0,7.0,7.0
168331184.0,81,61.0,60.0,52.0,42.0,38.0
168331280.0,32,27.0,27.0,13.0,2.0,1.0
168331376.0,6,6.0,6.0,2.0,2.0,2.0
168331440.0,19,16.0,13.0,6.0,2.0,2.0
168331920.0,9,4.0,4.0,3.0,,
168331936.0,100,64.0,55.0,49.0,18.0,18.0
168332048.0,109,64.0,48.0,29.0,27.0,27.0
168332816.0,79,65.0,53.0,51.0,44.0,44.0
168333008.0,207,120.0,110.0,109.0,106.0,106.0
168333040.0,236,210.0,198.0,191.0,191.0,187.0
168333120.0,2,,,,,
168333136.0,35,6.0,6.0,5.0,,
168333472.0,113,75.0,48.0,42.0,39.0,39.0
168333776.0,107,57.0,50.0,29.0,29.0,29.0
168333936.0,159,132.0,118.0,107.0,81.0,65.0
168334064.0,76,27.0,25.0,24.0,19.0,19.0
168334256.0,161,155.0,139.0,137.0,18.0,15.0
168334912.0,22,13.0,5.0,4.0,4.0,4.0
168335152.0,109,66.0,64.0,62.0,62.0,62.0
168335216.0,187,108.0,99.0,78.0,67.0,67.0
168335920.0,45,24.0,22.0,20.0,20.0,20.0
168336656.0,8,8.0,,,,
168336768.0,81,51.0,39.0,,,
168336832.0,122,102.0,92.0,92.0,49.0,32.0
168336944.0,41,24.0,18.0,5.0,5.0,5.0
168337392.0,143,109.0,98.0,86.0,86.0,86.0
168338336.0,71,36.0,26.0,23.0,12.0,12.0
168338400.0,117,58.0,47.0,42.0,26.0,23.0
168338896.0,25,3.0,,,,
168339968.0,150,54.0,45.0,23.0,23.0,23.0
168340528.0,3,2.0,2.0,,,
168340560.0,57,38.0,34.0,14.0,13.0,13.0
168340672.0,264,185.0,129.0,105.0,79.0,79.0
168340800.0,2,,,,,
168341248.0,82,65.0,50.0,50.0,50.0,50.0
168341680.0,50,3.0,3.0,2.0,1.0,1.0
168341856.0,55,49.0,41.0,17.0,17.0,17.0
168341872.0,22,3.0,3.0,1.0,1.0,1.0
168342960.0,46,19.0,18.0,11.0,,
168343408.0,48,27.0,21.0,19.0,11.0,6.0
168344112.0,8,8.0,4.0,3.0,3.0,3.0
168344640.0,4,4.0,1.0,,,
168344976.0,71,45.0,41.0,41.0,38.0,38.0
168345392.0,1,1.0,1.0,,,
168346112.0,94,33.0,20.0,14.0,12.0,12.0
168346192.0,25,23.0,17.0,14.0,8.0,6.0
168346512.0,152,93.0,82.0,55.0,53.0,47.0
168346896.0,166,104.0,83.0,63.0,63.0,61.0
168346944.0,96,80.0,79.0,65.0,65.0,50.0
168347600.0,95,72.0,65.0,52.0,41.0,41.0
168347840.0,22,6.0,,,,
168348032.0,5,,,,,
168348048.0,2,,,,,
168348272.0,12,11.0,11.0,11.0,11.0,10.0
168348656.0,98,59.0,24.0,23.0,5.0,
168348896.0,114,58.0,58.0,42.0,42.0,42.0
168349072.0,107,78.0,73.0,65.0,64.0,62.0
168350080.0,33,30.0,,,,
168350176.0,134,88.0,58.0,38.0,21.0,21.0
168350688.0,25,22.0,21.0,20.0,2.0,2.0
168350848.0,47,42.0,32.0,21.0,20.0,20.0
168350928.0,10,,,,,
168351056.0,52,33.0,23.0,17.0,17.0,17.0
168351136.0,100,53.0,43.0,28.0,22.0,19.0
168351536.0,122,90.0,81.0,43.0,21.0,21.0
168351808.0,18,15.0,15.0,15.0,2.0,2.0
168351888.0,8,6.0,3.0,3.0,3.0,3.0
168351984.0,7,1.0,,,,
168352208.0,334,327.0,327.0,123.0,101.0,100.0
168352464.0,9,9.0,1.0,,,
168352496.0,93,88.0,47.0,40.0,13.0,13.0
168353136.0,92,77.0,67.0,58.0,48.0,46.0
168353184.0,166,109.0,59.0,56.0,47.0,47.0
168353312.0,67,48.0,30.0,3.0,2.0,2.0
168353360.0,4,1.0,1.0,,,
168353984.0,136,128.0,95.0,45.0,37.0,22.0
168354000.0,56,41.0,32.0,31.0,27.0,25.0
168354096.0,28,27.0,12.0,11.0,9.0,9.0
168354112.0,167,28.0,28.0,24.0,24.0,24.0
168354336.0,127,40.0,21.0,19.0,19.0,18.0
168354432.0,16,6.0,5.0,3.0,3.0,3.0
168354992.0,119,82.0,48.0,43.0,33.0,29.0
168355056.0,51,23.0,20.0,3.0,2.0,2.0
168355136.0,38,26.0,26.0,14.0,12.0,10.0
168355264.0,54,47.0,43.0,14.0,13.0,13.0
168355376.0,167,74.0,46.0,39.0,31.0,27.0
168355408.0,39,17.0,16.0,5.0,4.0,4.0
168355968.0,238,120.0,86.0,81.0,76.0,75.0
168356032.0,4,,,,,
168356304.0,40,18.0,12.0,10.0,10.0,10.0
168356640.0,187,51.0,27.0,17.0,4.0,4.0
168356656.0,28,11.0,9.0,7.0,5.0,5.0
168356752.0,72,10.0,10.0,6.0,6.0,6.0
168356784.0,251,213.0,192.0,124.0,70.0,64.0
168357312.0,220,155.0,116.0,93.0,73.0,67.0
168357632.0,122,104.0,80.0,50.0,50.0,47.0
168358064.0,216,111.0,97.0,31.0,14.0,10.0
168358192.0,464,351.0,247.0,108.0,25.0,25.0
168358688.0,96,53.0,36.0,27.0,17.0,17.0
168358976.0,43,43.0,42.0,29.0,12.0,12.0
168358992.0,45,36.0,18.0,11.0,7.0,7.0
168359120.0,96,75.0,65.0,54.0,42.0,37.0
168359456.0,188,141.0,133.0,111.0,102.0,102.0
168359472.0,122,82.0,47.0,38.0,28.0,28.0
168359984.0,36,8.0,6.0,6.0,4.0,4.0
168360336.0,147,124.0,124.0,116.0,48.0,44.0
168360448.0,108,54.0,52.0,18.0,15.0,15.0
168361136.0,67,56.0,49.0,32.0,29.0,29.0
168361280.0,41,,,,,
168361632.0,104,58.0,26.0,12.0,8.0,7.0
168362736.0,163,135.0,99.0,78.0,64.0,60.0
168363072.0,93,73.0,45.0,31.0,15.0,10.0
168363200.0,71,54.0,28.0,23.0,14.0,12.0
168363376.0,118,106.0,8.0,8.0,3.0,3.0
168363904.0,43,41.0,33.0,27.0,25.0,19.0
168364032.0,337,127.0,67.0,60.0,50.0,49.0
168364064.0,103,44.0,15.0,8.0,6.0,6.0
168364208.0,138,79.0,79.0,22.0,8.0,8.0
168364816.0,69,60.0,60.0,52.0,38.0,38.0
168364880.0,95,45.0,29.0,18.0,8.0,8.0
168365232.0,74,49.0,38.0,38.0,14.0,11.0
168365392.0,31,20.0,11.0,9.0,9.0,9.0
168366128.0,111,100.0,39.0,2.0,2.0,2.0
168366208.0,111,90.0,25.0,11.0,11.0,10.0
168367200.0,186,139.0,98.0,85.0,52.0,44.0
168367376.0,41,21.0,20.0,10.0,6.0,5.0
168367632.0,39,10.0,3.0,3.0,3.0,1.0
168367792.0,270,202.0,131.0,84.0,71.0,71.0
168367808.0,265,233.0,229.0,208.0,189.0,155.0
168367888.0,129,62.0,3.0,,,
168368688.0,83,39.0,26.0,25.0,25.0,25.0
168368944.0,52,17.0,17.0,,,
168369184.0,181,135.0,114.0,94.0,79.0,78.0
168369408.0,225,143.0,122.0,49.0,40.0,35.0
168369424.0,17,7.0,7.0,7.0,1.0,
168369568.0,40,25.0,11.0,8.0,8.0,8.0
168369680.0,37,28.0,6.0,6.0,3.0,3.0
168370000.0,84,47.0,33.0,25.0,17.0,17.0
168370896.0,32,10.0,9.0,8.0,7.0,7.0
168371520.0,84,68.0,62.0,45.0,34.0,34.0
168371568.0,29,18.0,11.0,11.0,1.0,1.0
168372192.0,31,17.0,5.0,5.0,5.0,5.0
168372208.0,35,34.0,6.0,6.0,6.0,6.0
168372512.0,9,2.0,2.0,2.0,2.0,2.0
168373168.0,24,6.0,1.0,,,
168373360.0,363,247.0,196.0,127.0,94.0,94.0
168373584.0,105,94.0,69.0,47.0,45.0,44.0
168374384.0,210,91.0,68.0,64.0,26.0,10.0
168374448.0,25,18.0,,,,
168374544.0,56,6.0,1.0,1.0,1.0,1.0
168374656.0,154,39.0,26.0,24.0,10.0,10.0
168374912.0,59,6.0,,,,
168374944.0,174,65.0,43.0,27.0,27.0,27.0
168375728.0,137,38.0,33.0,29.0,27.0,27.0
168375744.0,10,5.0,4.0,2.0,2.0,2.0
168375920.0,61,37.0,27.0,24.0,23.0,23.0
168375952.0,17,6.0,4.0,4.0,1.0,1.0
168376112.0,234,132.0,88.0,32.0,21.0,20.0
168376144.0,69,25.0,3.0,1.0,1.0,1.0
168376224.0,143,89.0,37.0,6.0,6.0,1.0
168376416.0,189,90.0,73.0,69.0,62.0,59.0
168376448.0,150,102.0,32.0,28.0,22.0,22.0
168376560.0,327,298.0,275.0,164.0,162.0,150.0
168376656.0,60,52.0,48.0,33.0,33.0,33.0
168376832.0,65,43.0,31.0,20.0,16.0,15.0
168376960.0,33,17.0,14.0,9.0,8.0,8.0
168377424.0,308,230.0,201.0,178.0,170.0,170.0
168377664.0,46,23.0,20.0,11.0,11.0,11.0
168377872.0,93,73.0,56.0,,,
168378240.0,135,75.0,39.0,33.0,32.0,32.0
168378288.0,34,17.0,15.0,13.0,13.0,13.0
168378576.0,34,8.0,2.0,2.0,1.0,1.0
168379136.0,116,49.0,18.0,16.0,6.0,6.0
168379216.0,76,35.0,18.0,8.0,7.0,7.0
168379280.0,127,11.0,6.0,1.0,1.0,1.0
168379472.0,14,6.0,,,,
168379744.0,186,120.0,63.0,28.0,10.0,4.0
168380000.0,14,8.0,,,,
168380016.0,131,70.0,48.0,26.0,18.0,18.0
168380496.0,20,13.0,6.0,6.0,4.0,4.0
168380544.0,151,146.0,145.0,140.0,139.0,139.0
168380592.0,31,13.0,9.0,2.0,2.0,2.0
168381664.0,32,16.0,13.0,10.0,7.0,7.0
168382208.0,158,65.0,48.0,42.0,25.0,21.0
168382384.0,265,182.0,117.0,21.0,17.0,15.0
168382512.0,41,10.0,6.0,6.0,5.0,5.0
168383088.0,96,68.0,49.0,39.0,35.0,34.0
168383760.0,43,17.0,10.0,3.0,,
168384032.0,126,68.0,53.0,32.0,25.0,19.0
168384608.0,7,5.0,,,,
168384928.0,8,6.0,5.0,5.0,5.0,4.0
168385296.0,46,26.0,14.0,1.0,,
168385312.0,150,112.0,86.0,67.0,66.0,59.0
168386688.0,55,27.0,18.0,6.0,6.0,6.0
168387200.0,248,188.0,122.0,99.0,73.0,73.0
168387232.0,192,141.0,101.0,51.0,29.0,25.0
168387520.0,91,45.0,29.0,24.0,23.0,20.0
168387664.0,46,14.0,10.0,4.0,,
168388240.0,102,79.0,57.0,46.0,36.0,36.0
168388960.0,81,52.0,39.0,39.0,22.0,18.0
168388976.0,60,43.0,35.0,18.0,18.0,16.0
168389072.0,39,24.0,18.0,18.0,12.0,12.0
168389184.0,199,86.0,86.0,86.0,86.0,86.0
168389312.0,79,67.0,67.0,46.0,,
168389456.0,238,173.0,116.0,95.0,79.0,76.0
168389936.0,163,98.0,58.0,48.0,24.0,17.0
168390880.0,9,2.0,1.0,,,
168391360.0,3,3.0,3.0,3.0,1.0,
168391472.0,155,115.0,107.0,81.0,56.0,53.0
168391968.0,76,20.0,14.0,1.0,1.0,1.0
168392224.0,35,7.0,5.0,5.0,5.0,5.0
168392368.0,69,61.0,34.0,29.0,29.0,29.0
168392624.0,171,118.0,105.0,102.0,92.0,92.0
168393424.0,51,15.0,12.0,6.0,2.0,2.0
168393584.0,195,79.0,62.0,48.0,37.0,36.0
168393808.0,25,16.0,4.0,,,
168394192.0,94,35.0,30.0,26.0,25.0,25.0
168394256.0,63,37.0,30.0,22.0,22.0,20.0
168394448.0,53,34.0,31.0,31.0,31.0,31.0
168394480.0,15,8.0,8.0,7.0,6.0,5.0
168395008.0,125,19.0,14.0,14.0,9.0,9.0
168395376.0,211,139.0,111.0,106.0,100.0,96.0
168396240.0,57,32.0,21.0,6.0,5.0,5.0
168396608.0,50,49.0,48.0,32.0,15.0,15.0
168397008.0,147,131.0,100.0,83.0,76.0,65.0
168397136.0,17,15.0,1.0,,,
168397216.0,5,4.0,1.0,1.0,1.0,
168397232.0,8,1.0,,,,
168397840.0,81,54.0,43.0,40.0,29.0,29.0
168397920.0,186,124.0,102.0,59.0,39.0,35.0
168398016.0,28,16.0,12.0,9.0,1.0,1.0
168398512.0,167,124.0,111.0,96.0,71.0,71.0
168398880.0,296,214.0,203.0,148.0,141.0,140.0
168399184.0,194,114.0,108.0,28.0,21.0,20.0
168399616.0,15,14.0,10.0,10.0,10.0,10.0
168399648.0,239,140.0,95.0,69.0,58.0,57.0
168399952.0,40,12.0,11.0,11.0,11.0,
168400672.0,49,36.0,18.0,7.0,2.0,2.0
168400720.0,153,115.0,95.0,57.0,43.0,38.0
168400752.0,16,8.0,8.0,8.0,8.0,8.0
168400768.0,47,27.0,25.0,11.0,9.0,8.0
168401808.0,109,72.0,64.0,52.0,48.0,36.0
168402752.0,104,27.0,10.0,2.0,2.0,2.0
168403488.0,12,11.0,1.0,1.0,1.0,
168403568.0,92,61.0,47.0,29.0,8.0,7.0
168403856.0,95,33.0,25.0,10.0,9.0,9.0
168404480.0,53,38.0,36.0,22.0,12.0,12.0
168404656.0,36,14.0,5.0,5.0,5.0,5.0
168404736.0,372,243.0,151.0,115.0,88.0,88.0
168405328.0,62,1.0,,,,
168405408.0,76,53.0,48.0,32.0,32.0,23.0
168405648.0,66,21.0,17.0,15.0,,
168405696.0,43,29.0,15.0,10.0,10.0,10.0
168405824.0,23,17.0,13.0,13.0,13.0,13.0
168405952.0,53,8.0,6.0,5.0,2.0,2.0
168406624.0,70,28.0,19.0,17.0,8.0,5.0
168406992.0,44,14.0,4.0,,,
168407040.0,85,70.0,70.0,56.0,56.0,54.0
168407280.0,116,84.0,70.0,53.0,36.0,31.0
168407632.0,54,30.0,9.0,7.0,5.0,5.0
168408368.0,183,127.0,104.0,86.0,78.0,78.0
168409216.0,97,62.0,53.0,41.0,38.0,33.0
168409584.0,25,15.0,8.0,8.0,5.0,5.0
168409744.0,27,26.0,26.0,7.0,7.0,7.0
168410624.0,96,69.0,39.0,34.0,29.0,28.0
168410800.0,45,27.0,18.0,14.0,14.0,14.0
168410992.0,33,15.0,14.0,11.0,11.0,11.0
168411600.0,47,3.0,3.0,1.0,1.0,1.0
168411712.0,106,70.0,57.0,52.0,52.0,51.0
168411760.0,26,21.0,21.0,11.0,11.0,11.0
168411792.0,51,16.0,16.0,7.0,5.0,5.0
168412272.0,70,54.0,40.0,36.0,36.0,36.0
168412416.0,31,12.0,8.0,2.0,2.0,2.0
168412720.0,34,32.0,17.0,14.0,13.0,13.0
168412848.0,48,11.0,4.0,3.0,2.0,2.0
168413120.0,17,7.0,7.0,5.0,5.0,2.0
168413168.0,68,34.0,29.0,23.0,22.0,22.0
168413408.0,11,11.0,7.0,5.0,5.0,5.0
168413504.0,196,116.0,72.0,58.0,51.0,49.0
168414080.0,206,79.0,76.0,67.0,40.0,33.0
168414272.0,23,,,,,
168414624.0,205,140.0,96.0,66.0,57.0,45.0
168415488.0,46,8.0,6.0,3.0,,
168415792.0,49,33.0,21.0,,,
168416128.0,136,103.0,93.0,58.0,43.0,40.0
168416208.0,244,117.0,97.0,57.0,47.0,46.0
168416480.0,286,191.0,168.0,163.0,151.0,149.0
168417328.0,73,56.0,33.0,16.0,10.0,10.0
168417504.0,70,57.0,24.0,24.0,9.0,8.0
168418080.0,109,38.0,34.0,29.0,22.0,22.0
168418560.0,6,1.0,1.0,,,
168419552.0,69,,,,,
168421216.0,126,73.0,50.0,26.0,22.0,22.0
168421264.0,175,18.0,15.0,15.0,15.0,14.0
168421776.0,188,91.0,55.0,31.0,26.0,26.0
168422656.0,210,141.0,134.0,114.0,108.0,102.0
168423056.0,335,223.0,113.0,113.0,113.0,113.0
168423888.0,10,10.0,6.0,6.0,2.0,2.0
168424320.0,13,2.0,2.0,2.0,,
168424352.0,42,20.0,11.0,11.0,4.0,4.0
168424768.0,84,54.0,12.0,9.0,9.0,9.0
168425216.0,19,,,,,
168425328.0,23,19.0,,,,
168425696.0,68,41.0,24.0,19.0,19.0,18.0
168426032.0,40,17.0,,,,
168426656.0,97,41.0,19.0,19.0,19.0,16.0
168426800.0,182,134.0,114.0,60.0,37.0,36.0
168426896.0,49,35.0,31.0,21.0,20.0,15.0
168427088.0,8,5.0,4.0,3.0,3.0,3.0
168427344.0,177,134.0,90.0,87.0,87.0,84.0
168427824.0,107,49.0,32.0,27.0,24.0,23.0
168428272.0,181,158.0,84.0,56.0,56.0,54.0
168428704.0,187,79.0,21.0,2.0,1.0,
168428976.0,132,68.0,33.0,32.0,31.0,29.0
168429024.0,109,37.0,24.0,15.0,10.0,10.0
168429296.0,173,69.0,33.0,22.0,14.0,13.0
168429344.0,150,138.0,89.0,65.0,61.0,57.0
168429488.0,6,1.0,1.0,,,
168429616.0,349,273.0,172.0,144.0,109.0,102.0
168429936.0,57,57.0,50.0,45.0,37.0,34.0
168430544.0,100,43.0,34.0,24.0,24.0,24.0
168431056.0,53,4.0,4.0,1.0,,
168431264.0,95,67.0,53.0,39.0,30.0,30.0
168431600.0,152,105.0,89.0,65.0,56.0,53.0
168432240.0,110,66.0,57.0,50.0,44.0,43.0
168433248.0,196,20.0,19.0,16.0,16.0,16.0
168433296.0,14,13.0,3.0,,,
168433520.0,63,60.0,36.0,35.0,22.0,22.0
168433744.0,145,120.0,101.0,61.0,50.0,44.0
168433936.0,149,128.0,118.0,93.0,93.0,88.0
168433952.0,7,,,,,
168434192.0,240,199.0,121.0,91.0,72.0,59.0
168434704.0,125,74.0,63.0,60.0,38.0,37.0
168434864.0,41,29.0,18.0,,,
168434880.0,38,27.0,26.0,26.0,26.0,26.0
168434896.0,96,76.0,20.0,15.0,15.0,15.0
168435024.0,14,2.0,,,,
168435424.0,26,18.0,14.0,10.0,9.0,7.0
168435680.0,28,15.0,12.0,11.0,8.0,8.0
168435696.0,20,2.0,2.0,2.0,2.0,2.0
168436128.0,34,24.0,22.0,22.0,21.0,19.0
168436320.0,14,4.0,3.0,3.0,3.0,3.0
168436992.0,110,46.0,28.0,19.0,16.0,16.0
168437104.0,13,12.0,12.0,12.0,12.0,10.0
168437120.0,88,74.0,45.0,42.0,39.0,38.0
168437440.0,117,39.0,38.0,38.0,38.0,37.0
168437616.0,24,19.0,18.0,5.0,3.0,3.0
168438224.0,6,4.0,4.0,4.0,4.0,4.0
168438368.0,10,10.0,,,,
168438400.0,80,45.0,31.0,26.0,18.0,18.0
168438416.0,40,15.0,,,,
168438560.0,152,94.0,75.0,57.0,51.0,51.0
168438656.0,32,18.0,3.0,,,
168438688.0,144,66.0,48.0,36.0,34.0,33.0
168438912.0,196,167.0,122.0,103.0,91.0,91.0
168439136.0,45,26.0,23.0,22.0,16.0,16.0
168439584.0,123,19.0,15.0,13.0,4.0,3.0
168439680.0,74,31.0,19.0,13.0,10.0,10.0
168439760.0,43,7.0,1.0,1.0,,
168440176.0,65,37.0,4.0,1.0,1.0,1.0
168440528.0,40,5.0,5.0,5.0,5.0,5.0
168440624.0,48,10.0,1.0,1.0,1.0,1.0
