uid,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days
168108480.0,31,31.0,26.0,26.0,26.0
168108672.0,5,5.0,4.0,,
168109552.0,33,30.0,24.0,13.0,13.0
168110000.0,12,11.0,11.0,10.0,9.0
168110304.0,1,1.0,1.0,1.0,1.0
168110688.0,1,,,,
168110848.0,3,1.0,1.0,1.0,1.0
168110960.0,1,,,,
168111040.0,34,11.0,11.0,11.0,11.0
168111072.0,51,13.0,4.0,4.0,3.0
168111312.0,11,8.0,5.0,3.0,2.0
168111840.0,26,23.0,21.0,21.0,20.0
168112000.0,27,26.0,26.0,26.0,26.0
168112048.0,14,12.0,12.0,7.0,7.0
168112096.0,4,4.0,2.0,2.0,2.0
168112224.0,65,65.0,57.0,32.0,32.0
168112256.0,52,38.0,27.0,27.0,27.0
168113056.0,39,36.0,33.0,10.0,10.0
168113872.0,20,7.0,6.0,6.0,4.0
168114064.0,27,20.0,7.0,6.0,6.0
168114880.0,4,3.0,3.0,,
168115440.0,22,21.0,20.0,20.0,20.0
168115712.0,126,97.0,23.0,21.0,21.0
168116128.0,35,13.0,7.0,3.0,3.0
168117344.0,29,17.0,16.0,15.0,12.0
168118432.0,78,66.0,57.0,56.0,42.0
168118672.0,50,50.0,28.0,8.0,6.0
168118736.0,55,31.0,19.0,16.0,12.0
168118816.0,95,65.0,65.0,47.0,46.0
168119152.0,21,19.0,19.0,14.0,14.0
168119424.0,17,15.0,11.0,11.0,11.0
168119536.0,58,56.0,54.0,54.0,54.0
168119872.0,51,43.0,9.0,7.0,7.0
168121280.0,25,17.0,17.0,17.0,17.0
168121312.0,78,61.0,57.0,41.0,41.0
168121344.0,7,7.0,7.0,5.0,5.0
168121648.0,4,4.0,4.0,4.0,4.0
168122368.0,38,29.0,26.0,18.0,18.0
168123296.0,1,1.0,,,
168123376.0,92,56.0,50.0,34.0,12.0
168123472.0,32,27.0,26.0,20.0,19.0
168123712.0,50,43.0,10.0,10.0,9.0
168125440.0,36,33.0,22.0,20.0,15.0
168125488.0,141,130.0,101.0,92.0,78.0
168125856.0,7,3.0,3.0,3.0,3.0
168126256.0,16,10.0,10.0,7.0,7.0
168126384.0,25,11.0,10.0,10.0,8.0
168126496.0,16,8.0,6.0,6.0,5.0
168126592.0,42,22.0,22.0,18.0,18.0
168127280.0,35,6.0,1.0,1.0,1.0
168127808.0,2,2.0,,,
168127856.0,21,7.0,5.0,4.0,4.0
168127984.0,273,261.0,204.0,50.0,50.0
168128016.0,43,24.0,19.0,19.0,18.0
168128384.0,17,17.0,17.0,16.0,16.0
168128512.0,13,10.0,6.0,2.0,2.0
168128608.0,4,4.0,2.0,2.0,1.0
168129280.0,40,40.0,37.0,35.0,35.0
168129376.0,35,13.0,8.0,7.0,7.0
168129440.0,1,1.0,1.0,1.0,1.0
168130208.0,29,11.0,7.0,7.0,6.0
168130448.0,90,65.0,37.0,28.0,28.0
168130560.0,32,32.0,25.0,18.0,18.0
168130704.0,24,16.0,10.0,7.0,7.0
168131088.0,3,3.0,2.0,2.0,2.0
168133792.0,19,18.0,15.0,3.0,3.0
168134496.0,70,61.0,60.0,53.0,53.0
168134624.0,41,7.0,3.0,3.0,3.0
168134848.0,2,2.0,,,
168135440.0,164,130.0,110.0,102.0,102.0
168135504.0,58,55.0,17.0,15.0,8.0
168135520.0,15,6.0,4.0,,
168136448.0,40,15.0,8.0,3.0,3.0
168136464.0,3,3.0,3.0,3.0,3.0
168136592.0,30,25.0,12.0,9.0,8.0
168137376.0,45,37.0,11.0,4.0,
168137536.0,19,14.0,10.0,9.0,7.0
168139536.0,1,,,,
168139712.0,4,4.0,3.0,2.0,2.0
168139792.0,3,3.0,3.0,3.0,3.0
168140064.0,217,128.0,81.0,62.0,62.0
168140896.0,31,27.0,23.0,23.0,22.0
168141152.0,11,6.0,6.0,6.0,1.0
168141728.0,4,4.0,4.0,4.0,3.0
168141952.0,76,27.0,15.0,9.0,9.0
168142144.0,3,2.0,1.0,1.0,1.0
168142896.0,104,30.0,19.0,14.0,6.0
168143504.0,159,55.0,25.0,22.0,22.0
168143664.0,130,94.0,72.0,45.0,42.0
168143792.0,48,39.0,32.0,26.0,26.0
168143840.0,12,11.0,8.0,7.0,7.0
168143952.0,31,31.0,31.0,31.0,31.0
168143984.0,62,59.0,59.0,57.0,57.0
168144256.0,26,17.0,15.0,15.0,15.0
168144272.0,21,5.0,5.0,5.0,4.0
168144544.0,19,6.0,1.0,,
168144768.0,21,11.0,11.0,11.0,10.0
168145120.0,91,67.0,54.0,36.0,36.0
168145168.0,10,4.0,4.0,,
168146448.0,60,54.0,37.0,17.0,12.0
168146480.0,58,14.0,4.0,,
168146608.0,23,21.0,20.0,18.0,16.0
168146752.0,4,4.0,4.0,4.0,4.0
168146768.0,7,7.0,4.0,,
168147232.0,35,19.0,10.0,9.0,7.0
168147472.0,69,61.0,41.0,40.0,36.0
168147536.0,14,14.0,10.0,4.0,1.0
168147616.0,4,,,,
168148320.0,30,18.0,10.0,9.0,9.0
168148704.0,11,2.0,,,
168149152.0,25,5.0,5.0,2.0,2.0
168149520.0,18,18.0,12.0,12.0,12.0
168149744.0,45,28.0,23.0,23.0,17.0
168149888.0,2,2.0,,,
168150464.0,186,119.0,106.0,100.0,100.0
168150608.0,20,18.0,15.0,14.0,11.0
168150624.0,3,2.0,2.0,2.0,2.0
168150656.0,11,4.0,,,
168150864.0,2,2.0,2.0,2.0,2.0
168151744.0,7,7.0,5.0,5.0,5.0
168151792.0,72,69.0,51.0,48.0,43.0
168151904.0,31,28.0,17.0,13.0,13.0
168152048.0,2,1.0,1.0,1.0,1.0
168152096.0,120,99.0,86.0,56.0,55.0
168152112.0,33,25.0,16.0,16.0,16.0
168152176.0,7,,,,
168154496.0,14,6.0,3.0,3.0,3.0
168154944.0,72,40.0,28.0,28.0,28.0
168155056.0,18,14.0,4.0,1.0,1.0
168155216.0,29,26.0,20.0,11.0,10.0
168155376.0,9,,,,
168155440.0,60,40.0,29.0,28.0,26.0
168155728.0,26,23.0,22.0,22.0,19.0
168155888.0,26,24.0,17.0,17.0,17.0
168156048.0,24,11.0,9.0,9.0,6.0
168156400.0,33,25.0,22.0,22.0,22.0
168156640.0,224,159.0,116.0,111.0,110.0
168157040.0,77,72.0,30.0,24.0,24.0
168157088.0,4,2.0,1.0,1.0,1.0
168157584.0,28,24.0,21.0,20.0,19.0
168157792.0,12,11.0,2.0,2.0,1.0
168158112.0,40,27.0,16.0,15.0,15.0
168158704.0,61,22.0,20.0,15.0,14.0
168159120.0,24,23.0,21.0,18.0,18.0
168159776.0,20,11.0,,,
168160128.0,62,49.0,45.0,38.0,35.0
168160896.0,9,9.0,4.0,,
168161008.0,24,10.0,10.0,10.0,10.0
168161152.0,155,143.0,95.0,45.0,40.0
168161728.0,2,1.0,,,
168162144.0,31,27.0,8.0,3.0,2.0
168162336.0,38,33.0,2.0,1.0,
168163584.0,9,9.0,5.0,5.0,4.0
168163872.0,2,2.0,1.0,1.0,1.0
168163984.0,33,29.0,22.0,10.0,10.0
168164720.0,16,13.0,10.0,10.0,10.0
168164816.0,4,3.0,2.0,2.0,
168164880.0,38,,,,
168165056.0,13,,,,
168165248.0,40,13.0,7.0,7.0,7.0
168165536.0,96,90.0,88.0,88.0,88.0
168165584.0,27,26.0,25.0,25.0,25.0
168166480.0,1,,,,
168166752.0,125,67.0,59.0,39.0,39.0
168167072.0,2,2.0,,,
168167584.0,18,18.0,12.0,12.0,12.0
168167856.0,1,1.0,1.0,1.0,1.0
168168096.0,49,26.0,23.0,16.0,14.0
168168832.0,21,17.0,16.0,16.0,16.0
168169008.0,53,48.0,31.0,31.0,31.0
168169552.0,23,15.0,5.0,5.0,5.0
168169760.0,28,16.0,13.0,13.0,12.0
168169952.0,1,,,,
168170160.0,64,64.0,8.0,,
168170432.0,50,11.0,7.0,7.0,6.0
168170960.0,6,6.0,6.0,,
168171136.0,49,7.0,5.0,5.0,4.0
168171248.0,9,,,,
168171424.0,21,4.0,,,
168171712.0,19,6.0,6.0,6.0,4.0
168172016.0,26,26.0,26.0,26.0,26.0
168172128.0,17,17.0,16.0,16.0,16.0
168172176.0,63,52.0,42.0,10.0,9.0
168172320.0,49,48.0,,,
168172912.0,14,10.0,7.0,6.0,6.0
168173776.0,5,,,,
168174560.0,327,245.0,170.0,136.0,126.0
168174848.0,61,28.0,23.0,23.0,23.0
168174896.0,40,28.0,26.0,21.0,21.0
168175856.0,39,15.0,11.0,8.0,8.0
168175952.0,21,21.0,19.0,1.0,1.0
168175984.0,8,5.0,4.0,3.0,3.0
168176128.0,6,2.0,2.0,2.0,2.0
168176176.0,28,8.0,7.0,2.0,2.0
168176448.0,14,14.0,13.0,4.0,4.0
168176672.0,8,,,,
168177376.0,3,2.0,,,
168177840.0,3,3.0,3.0,3.0,3.0
168178080.0,113,64.0,29.0,25.0,21.0
168178368.0,39,34.0,24.0,13.0,13.0
168179088.0,4,4.0,3.0,3.0,3.0
168179168.0,106,98.0,97.0,94.0,88.0
168180176.0,72,69.0,48.0,42.0,42.0
168180464.0,52,49.0,27.0,27.0,27.0
168180832.0,42,9.0,6.0,6.0,6.0
168181232.0,163,98.0,62.0,39.0,37.0
168181792.0,6,,,,
168181808.0,6,5.0,4.0,4.0,4.0
168181888.0,82,71.0,67.0,56.0,54.0
168181904.0,10,5.0,,,
168182256.0,178,155.0,117.0,61.0,58.0
168182592.0,40,35.0,35.0,30.0,30.0
168182768.0,29,29.0,,,
168182784.0,33,16.0,15.0,12.0,10.0
168182880.0,206,189.0,178.0,78.0,71.0
168183392.0,22,22.0,21.0,21.0,21.0
168183840.0,1,1.0,,,
168184080.0,122,79.0,55.0,45.0,41.0
168184320.0,164,122.0,49.0,24.0,24.0
168184368.0,10,9.0,4.0,4.0,3.0
168184720.0,73,56.0,42.0,38.0,37.0
168184992.0,19,9.0,8.0,8.0,8.0
168185104.0,65,54.0,27.0,18.0,15.0
168185504.0,40,17.0,1.0,,
168185616.0,27,2.0,2.0,2.0,2.0
168185792.0,1,1.0,,,
168185904.0,8,1.0,1.0,1.0,1.0
168186640.0,7,7.0,7.0,6.0,6.0
168186864.0,53,24.0,12.0,10.0,10.0
168187152.0,22,11.0,11.0,11.0,11.0
168187264.0,121,121.0,93.0,68.0,63.0
168187648.0,15,14.0,14.0,14.0,14.0
168187664.0,30,29.0,12.0,12.0,12.0
168188080.0,11,8.0,8.0,8.0,7.0
168188400.0,28,13.0,,,
168188416.0,1,1.0,,,
168188672.0,32,9.0,9.0,8.0,8.0
168188976.0,39,23.0,20.0,18.0,18.0
168191440.0,24,23.0,22.0,3.0,1.0
168191776.0,44,31.0,12.0,6.0,3.0
168192096.0,87,79.0,12.0,8.0,6.0
168192368.0,7,5.0,5.0,4.0,4.0
168192592.0,6,,,,
168193280.0,40,35.0,27.0,25.0,25.0
168193728.0,30,25.0,16.0,16.0,5.0
168194096.0,12,11.0,6.0,6.0,6.0
168194288.0,139,93.0,58.0,48.0,34.0
168194480.0,3,3.0,3.0,,
168194768.0,2,,,,
168195344.0,3,1.0,1.0,1.0,1.0
168195632.0,121,96.0,87.0,84.0,83.0
168195712.0,2,2.0,2.0,2.0,2.0
168195856.0,30,29.0,22.0,22.0,13.0
168196016.0,6,6.0,6.0,3.0,3.0
168196192.0,36,34.0,28.0,24.0,23.0
168196400.0,1,1.0,,,
168196416.0,57,45.0,32.0,29.0,25.0
168196624.0,10,10.0,10.0,10.0,10.0
168196640.0,41,41.0,15.0,5.0,5.0
168196752.0,222,173.0,85.0,52.0,46.0
168196960.0,22,1.0,1.0,1.0,
168197328.0,38,33.0,26.0,18.0,18.0
168197424.0,32,32.0,10.0,9.0,9.0
168197856.0,21,20.0,17.0,14.0,13.0
168198016.0,3,2.0,2.0,,
168198240.0,88,85.0,67.0,49.0,49.0
168199072.0,34,24.0,7.0,3.0,1.0
168199296.0,54,31.0,16.0,16.0,14.0
168199440.0,282,237.0,165.0,136.0,132.0
168199456.0,79,31.0,31.0,13.0,13.0
168200384.0,40,38.0,34.0,33.0,32.0
168201600.0,21,17.0,12.0,10.0,8.0
168201776.0,113,105.0,95.0,63.0,59.0
168201904.0,82,46.0,35.0,31.0,20.0
168202080.0,61,52.0,24.0,19.0,17.0
168202352.0,11,11.0,11.0,11.0,10.0
168202528.0,57,41.0,28.0,19.0,19.0
168202976.0,35,28.0,16.0,16.0,14.0
168203232.0,5,3.0,3.0,2.0,2.0
168203264.0,121,91.0,69.0,56.0,48.0
168203312.0,2,1.0,,,
168203520.0,7,,,,
168204400.0,78,78.0,53.0,31.0,30.0
168204880.0,21,13.0,6.0,6.0,6.0
168205376.0,2,2.0,2.0,2.0,2.0
168205520.0,37,25.0,19.0,15.0,15.0
168205712.0,59,55.0,50.0,50.0,38.0
168206784.0,55,1.0,1.0,1.0,1.0
168207056.0,30,26.0,13.0,13.0,13.0
168207104.0,95,87.0,79.0,73.0,73.0
168207296.0,15,,,,
168207424.0,15,14.0,13.0,13.0,13.0
168207568.0,12,12.0,11.0,11.0,11.0
168208240.0,40,34.0,7.0,7.0,7.0
168208448.0,32,24.0,18.0,4.0,2.0
168208496.0,25,17.0,16.0,2.0,2.0
168209520.0,45,26.0,2.0,1.0,1.0
168211072.0,30,29.0,28.0,28.0,28.0
168211968.0,65,63.0,59.0,38.0,36.0
168213040.0,47,34.0,34.0,34.0,34.0
168213840.0,8,8.0,8.0,8.0,8.0
168214704.0,44,37.0,25.0,21.0,20.0
168215312.0,52,51.0,36.0,34.0,34.0
168215376.0,174,162.0,153.0,140.0,133.0
168216752.0,4,,,,
168216816.0,31,26.0,19.0,6.0,5.0
168217120.0,153,105.0,71.0,63.0,54.0
168217312.0,24,22.0,16.0,15.0,15.0
168217648.0,85,54.0,45.0,28.0,28.0
168217696.0,128,110.0,79.0,75.0,74.0
168219968.0,325,268.0,263.0,237.0,237.0
168220048.0,57,47.0,31.0,28.0,28.0
168220320.0,11,4.0,,,
168221056.0,90,66.0,39.0,30.0,30.0
168221152.0,85,60.0,42.0,38.0,35.0
168221504.0,68,47.0,24.0,11.0,9.0
168221840.0,43,24.0,13.0,12.0,12.0
168223008.0,60,47.0,37.0,37.0,37.0
168223104.0,72,53.0,30.0,25.0,25.0
168223184.0,16,14.0,12.0,2.0,2.0
168224304.0,11,8.0,7.0,7.0,5.0
168224336.0,28,9.0,3.0,3.0,3.0
168225152.0,1,1.0,1.0,1.0,1.0
168226080.0,259,225.0,202.0,146.0,146.0
168226192.0,19,18.0,2.0,1.0,1.0
168226320.0,135,70.0,59.0,27.0,27.0
168226560.0,4,2.0,,,
168226624.0,6,6.0,6.0,6.0,6.0
168226864.0,109,68.0,34.0,31.0,26.0
168227472.0,27,24.0,21.0,21.0,20.0
168227712.0,122,63.0,53.0,23.0,21.0
168227920.0,44,32.0,21.0,21.0,19.0
168228320.0,23,21.0,1.0,1.0,1.0
168228480.0,2,1.0,1.0,1.0,1.0
168228736.0,78,29.0,19.0,14.0,14.0
168228768.0,22,18.0,18.0,17.0,17.0
168229312.0,26,15.0,9.0,8.0,8.0
168229872.0,11,1.0,,,
168230400.0,2,2.0,,,
168230480.0,116,95.0,77.0,72.0,65.0
168230912.0,30,19.0,15.0,15.0,7.0
168231104.0,6,6.0,5.0,5.0,5.0
168231120.0,25,14.0,6.0,6.0,6.0
168231280.0,72,52.0,35.0,23.0,22.0
168232976.0,24,11.0,6.0,6.0,5.0
168233344.0,105,63.0,24.0,20.0,20.0
168233440.0,26,25.0,18.0,8.0,
168234048.0,23,23.0,11.0,6.0,6.0
168234080.0,317,216.0,87.0,71.0,70.0
168234144.0,46,26.0,25.0,25.0,25.0
168234368.0,6,6.0,6.0,6.0,4.0
168234656.0,160,140.0,128.0,71.0,66.0
168235008.0,69,47.0,27.0,25.0,24.0
168235024.0,61,33.0,27.0,24.0,24.0
168235696.0,34,33.0,26.0,21.0,21.0
168235728.0,20,18.0,14.0,14.0,14.0
168236384.0,18,18.0,18.0,17.0,17.0
168236464.0,43,43.0,2.0,2.0,2.0
168236608.0,16,15.0,1.0,,
168236656.0,10,9.0,6.0,6.0,6.0
168237888.0,24,5.0,3.0,1.0,1.0
168238160.0,63,41.0,30.0,16.0,15.0
168238544.0,1,1.0,,,
168238880.0,17,13.0,11.0,2.0,2.0
168238944.0,146,146.0,140.0,140.0,140.0
168239184.0,1,1.0,,,
168239504.0,15,14.0,8.0,4.0,4.0
168240192.0,144,130.0,2.0,,
168241088.0,83,74.0,57.0,42.0,42.0
168241104.0,4,,,,
168242704.0,29,13.0,12.0,10.0,4.0
168243264.0,19,12.0,12.0,12.0,12.0
168243296.0,53,46.0,46.0,43.0,43.0
168244080.0,31,29.0,24.0,13.0,13.0
168244096.0,74,66.0,55.0,48.0,46.0
168244288.0,2,1.0,,,
168244560.0,8,,,,
168245040.0,63,57.0,27.0,25.0,25.0
168245072.0,16,14.0,11.0,9.0,9.0
168245872.0,96,77.0,41.0,23.0,21.0
168246336.0,176,150.0,120.0,92.0,87.0
168246480.0,10,,,,
168247024.0,1,1.0,,,
168247888.0,94,59.0,55.0,39.0,34.0
168247904.0,47,42.0,42.0,42.0,42.0
168247984.0,1,1.0,1.0,1.0,
168248160.0,41,19.0,12.0,10.0,4.0
168248288.0,2,2.0,2.0,,
168248320.0,14,5.0,3.0,1.0,1.0
168248544.0,8,5.0,5.0,5.0,5.0
168248656.0,27,13.0,12.0,9.0,9.0
168248960.0,47,36.0,26.0,12.0,11.0
168249056.0,23,9.0,8.0,7.0,7.0
168249664.0,119,100.0,75.0,46.0,44.0
168250000.0,39,37.0,33.0,22.0,22.0
168250144.0,65,53.0,40.0,36.0,35.0
168250272.0,131,68.0,44.0,40.0,40.0
168250656.0,1,1.0,1.0,1.0,1.0
168250752.0,37,22.0,8.0,8.0,6.0
168250832.0,18,12.0,9.0,9.0,6.0
168251312.0,3,,,,
168251328.0,5,5.0,,,
168252288.0,6,,,,
168252832.0,95,85.0,65.0,33.0,6.0
168253264.0,9,7.0,5.0,4.0,2.0
168253424.0,101,79.0,34.0,32.0,29.0
168253552.0,49,49.0,17.0,4.0,4.0
168253952.0,79,54.0,25.0,22.0,20.0
168254240.0,41,28.0,22.0,19.0,19.0
168254832.0,3,1.0,1.0,1.0,1.0
168255376.0,56,36.0,33.0,7.0,6.0
168255568.0,47,47.0,18.0,18.0,18.0
168255808.0,2,2.0,,,
168255920.0,4,4.0,1.0,1.0,1.0
168256256.0,18,18.0,12.0,5.0,5.0
168256336.0,34,30.0,19.0,16.0,12.0
168256528.0,25,16.0,11.0,5.0,4.0
168256736.0,56,16.0,16.0,13.0,13.0
168256960.0,9,7.0,,,
168257952.0,158,100.0,59.0,51.0,51.0
168258272.0,70,60.0,26.0,22.0,20.0
168258848.0,22,2.0,,,
168260048.0,28,,,,
168260464.0,44,21.0,21.0,,
168260720.0,32,32.0,31.0,29.0,29.0
168260928.0,12,6.0,6.0,6.0,3.0
168261456.0,12,11.0,2.0,2.0,2.0
168261840.0,1,,,,
168262192.0,64,54.0,28.0,19.0,19.0
168262432.0,9,4.0,1.0,,
168263152.0,2,2.0,,,
168263488.0,302,277.0,147.0,97.0,75.0
168263760.0,19,12.0,9.0,6.0,6.0
168263968.0,13,4.0,2.0,2.0,2.0
168264048.0,12,1.0,1.0,,
168264272.0,9,4.0,4.0,2.0,2.0
168264528.0,55,49.0,44.0,36.0,24.0
168264576.0,80,75.0,72.0,70.0,70.0
168265664.0,401,289.0,210.0,139.0,122.0
168265872.0,70,21.0,21.0,15.0,15.0
168265920.0,2,,,,
168266384.0,144,121.0,63.0,56.0,36.0
168266512.0,43,41.0,,,
168266560.0,8,8.0,8.0,8.0,8.0
168266624.0,63,46.0,23.0,20.0,14.0
168267072.0,42,36.0,28.0,13.0,9.0
168267312.0,245,235.0,217.0,83.0,83.0
168267360.0,233,231.0,139.0,135.0,119.0
168267888.0,10,10.0,7.0,6.0,6.0
168267952.0,60,2.0,,,
168268000.0,64,36.0,20.0,19.0,19.0
168268896.0,25,22.0,19.0,14.0,14.0
168269008.0,70,54.0,51.0,50.0,41.0
168270736.0,3,3.0,1.0,,
168271072.0,211,134.0,77.0,69.0,69.0
168272048.0,7,2.0,2.0,2.0,2.0
168272448.0,24,20.0,8.0,8.0,8.0
168272896.0,60,56.0,56.0,42.0,41.0
168272960.0,43,34.0,28.0,28.0,19.0
168274160.0,5,4.0,2.0,2.0,2.0
168274672.0,11,10.0,8.0,2.0,2.0
168274976.0,8,7.0,7.0,7.0,7.0
168275776.0,101,70.0,53.0,16.0,4.0
168276224.0,26,19.0,14.0,10.0,10.0
168276512.0,23,21.0,19.0,15.0,12.0
168277216.0,41,35.0,33.0,30.0,28.0
168278048.0,23,20.0,18.0,14.0,14.0
168278304.0,14,7.0,4.0,3.0,3.0
168278832.0,2,1.0,,,
168279024.0,3,,,,
168279056.0,1,,,,
168279136.0,19,17.0,7.0,6.0,6.0
168279200.0,80,43.0,43.0,40.0,40.0
168279248.0,4,4.0,4.0,4.0,4.0
168279296.0,157,110.0,99.0,99.0,92.0
168279824.0,57,9.0,9.0,1.0,1.0
168280112.0,69,63.0,50.0,33.0,33.0
168280304.0,9,8.0,3.0,3.0,3.0
168280624.0,79,70.0,56.0,42.0,40.0
168281056.0,7,5.0,5.0,5.0,5.0
168281312.0,28,26.0,13.0,8.0,8.0
168281456.0,79,73.0,72.0,58.0,58.0
168281872.0,29,27.0,20.0,14.0,14.0
168282448.0,7,6.0,4.0,3.0,2.0
168282784.0,1,,,,
168283120.0,1,1.0,1.0,1.0,1.0
168283792.0,51,41.0,33.0,27.0,25.0
168284032.0,78,62.0,41.0,20.0,20.0
168284048.0,30,22.0,17.0,14.0,14.0
168284192.0,7,7.0,7.0,7.0,7.0
168284704.0,13,4.0,2.0,2.0,2.0
168285328.0,44,41.0,37.0,,
168285616.0,69,28.0,15.0,12.0,10.0
168285632.0,51,35.0,8.0,8.0,8.0
168285776.0,14,14.0,3.0,1.0,1.0
168286384.0,54,47.0,30.0,28.0,28.0
168287040.0,24,19.0,1.0,1.0,1.0
168287088.0,77,68.0,67.0,62.0,60.0
168287296.0,3,3.0,2.0,,
168288096.0,13,10.0,9.0,6.0,5.0
168288128.0,39,26.0,13.0,13.0,13.0
168288240.0,2,2.0,,,
168288352.0,17,10.0,6.0,,
168288368.0,2,2.0,,,
168288464.0,63,55.0,36.0,33.0,33.0
168289104.0,69,55.0,41.0,39.0,39.0
168289536.0,37,25.0,17.0,13.0,7.0
168289664.0,71,59.0,41.0,41.0,41.0
168289936.0,33,33.0,33.0,33.0,33.0
168290544.0,136,100.0,78.0,53.0,53.0
168290624.0,3,3.0,3.0,3.0,3.0
168290784.0,44,35.0,27.0,26.0,26.0
168291248.0,34,30.0,30.0,19.0,19.0
168291328.0,183,155.0,118.0,94.0,94.0
168292176.0,87,48.0,40.0,22.0,21.0
168292624.0,49,29.0,21.0,15.0,15.0
168292928.0,107,73.0,61.0,61.0,61.0
168292976.0,2,1.0,1.0,,
168293200.0,42,30.0,28.0,25.0,24.0
168293296.0,55,28.0,19.0,19.0,15.0
168293616.0,8,2.0,2.0,,
168293632.0,27,21.0,21.0,21.0,21.0
168294640.0,23,18.0,14.0,14.0,14.0
168296464.0,18,12.0,3.0,3.0,1.0
168297344.0,45,35.0,21.0,21.0,5.0
168297856.0,80,32.0,11.0,7.0,7.0
168298768.0,129,59.0,47.0,43.0,41.0
168299104.0,35,26.0,26.0,20.0,20.0
168299808.0,39,25.0,6.0,5.0,5.0
168300048.0,82,67.0,56.0,23.0,17.0
168300144.0,6,,,,
168300432.0,18,8.0,3.0,,
168300672.0,3,3.0,3.0,3.0,3.0
168301056.0,31,27.0,15.0,11.0,10.0
168301216.0,62,33.0,18.0,15.0,15.0
168302176.0,79,51.0,25.0,22.0,22.0
168302752.0,8,7.0,2.0,1.0,1.0
168302800.0,10,7.0,7.0,7.0,7.0
168302816.0,21,10.0,10.0,10.0,10.0
168302896.0,23,21.0,17.0,17.0,17.0
168303136.0,51,28.0,22.0,8.0,8.0
168303440.0,6,6.0,6.0,3.0,3.0
168303456.0,86,65.0,56.0,53.0,48.0
168304112.0,5,5.0,5.0,5.0,5.0
168304224.0,19,18.0,17.0,17.0,16.0
168304512.0,75,51.0,48.0,48.0,48.0
168306096.0,6,6.0,5.0,5.0,4.0
168307008.0,29,21.0,2.0,,
168307056.0,21,16.0,8.0,8.0,4.0
168307328.0,85,39.0,20.0,13.0,7.0
168307888.0,23,18.0,18.0,17.0,17.0
168308016.0,35,14.0,6.0,6.0,5.0
168309504.0,9,9.0,2.0,2.0,2.0
168309744.0,1,1.0,,,
168309936.0,32,28.0,27.0,17.0,17.0
168309952.0,9,9.0,5.0,4.0,4.0
168310080.0,28,1.0,1.0,1.0,1.0
168310608.0,43,34.0,28.0,23.0,23.0
168311584.0,3,3.0,1.0,,
168311744.0,22,22.0,22.0,6.0,6.0
168312064.0,33,13.0,7.0,6.0,5.0
168312400.0,127,70.0,70.0,67.0,54.0
168312624.0,41,41.0,30.0,28.0,28.0
168312768.0,139,105.0,62.0,36.0,36.0
168313872.0,21,1.0,1.0,1.0,1.0
168313920.0,16,9.0,4.0,4.0,4.0
168313968.0,26,14.0,4.0,3.0,3.0
168314256.0,36,33.0,28.0,27.0,27.0
168314304.0,1,,,,
168314560.0,49,42.0,30.0,29.0,28.0
168314992.0,52,52.0,52.0,42.0,40.0
168315600.0,14,13.0,11.0,9.0,5.0
168315936.0,58,47.0,33.0,24.0,24.0
168317040.0,139,117.0,79.0,76.0,74.0
168317136.0,7,6.0,5.0,5.0,5.0
168317248.0,14,14.0,14.0,14.0,14.0
168317776.0,4,2.0,2.0,2.0,2.0
168319168.0,54,33.0,22.0,16.0,16.0
168319296.0,64,56.0,42.0,41.0,34.0
168319616.0,56,7.0,6.0,6.0,6.0
168319840.0,221,114.0,41.0,38.0,30.0
168320032.0,84,59.0,53.0,48.0,46.0
168320400.0,61,48.0,35.0,19.0,18.0
168320672.0,200,156.0,121.0,94.0,77.0
168320848.0,82,67.0,64.0,31.0,29.0
168321056.0,34,15.0,13.0,3.0,1.0
168321072.0,188,103.0,82.0,46.0,45.0
168321376.0,8,5.0,4.0,4.0,4.0
168321472.0,84,50.0,42.0,23.0,23.0
168321728.0,42,34.0,31.0,28.0,28.0
168321984.0,36,25.0,12.0,9.0,9.0
168322416.0,136,38.0,34.0,17.0,17.0
168323280.0,107,94.0,87.0,80.0,79.0
168323360.0,1,,,,
168323696.0,39,5.0,,,
168323808.0,45,29.0,11.0,11.0,11.0
168324976.0,32,32.0,32.0,31.0,31.0
168325600.0,2,2.0,2.0,2.0,2.0
168326032.0,4,3.0,3.0,3.0,3.0
168327040.0,12,6.0,3.0,2.0,2.0
168327168.0,11,9.0,9.0,8.0,6.0
168327728.0,22,19.0,12.0,8.0,7.0
168327936.0,92,92.0,90.0,75.0,73.0
168328304.0,334,325.0,66.0,28.0,28.0
168328336.0,25,10.0,2.0,2.0,2.0
168328432.0,10,10.0,10.0,10.0,10.0
168328640.0,74,68.0,35.0,9.0,9.0
168328896.0,17,7.0,7.0,7.0,6.0
168329472.0,23,7.0,,,
168329760.0,15,15.0,12.0,5.0,5.0
168329776.0,89,80.0,62.0,55.0,53.0
168330256.0,17,17.0,8.0,,
168330288.0,26,22.0,20.0,15.0,15.0
168330432.0,4,4.0,2.0,2.0,2.0
168330464.0,18,16.0,11.0,11.0,11.0
168330784.0,25,17.0,8.0,4.0,4.0
168330816.0,8,8.0,7.0,7.0,6.0
168330864.0,72,59.0,46.0,7.0,7.0
168331184.0,61,60.0,52.0,42.0,38.0
168331280.0,27,27.0,13.0,2.0,1.0
