uid,freq_play_last_21_days,avg_playtime_last_21_days,freq_play_last_14_days,avg_playtime_last_14_days,freq_play_last_7_days,avg_playtime_last_7_days,freq_play_last_3_days,avg_playtime_last_3_days,freq_play_last_1_days,avg_playtime_last_1_days,freq_search_last_21_days,freq_search_last_14_days,freq_search_last_7_days,freq_search_last_3_days,freq_search_last_1_days,freq_download_last_21_days,freq_download_last_14_days,freq_download_last_7_days,freq_download_last_3_days,freq_download_last_1_days,Churn
168155888.0,544,227.80330882352942,391.0,227.386189258312,101.0,212.2079207920792,83.0,206.14457831325302,83.0,206.14457831325302,26.0,24.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
168156048.0,996,144.97188755020082,344.0,133.86337209302326,290.0,143.05862068965519,105.0,174.11428571428573,67.0,183.53731343283584,24.0,11.0,9.0,9.0,6.0,7.0,7.0,7.0,7.0,0.0,0.0
168156400.0,333,162.8108108108108,209.0,168.98086124401914,89.0,275.03370786516854,72.0,284.6944444444445,38.0,217.86842105263162,33.0,25.0,22.0,22.0,22.0,19.0,16.0,15.0,15.0,15.0,0.0
168156496.0,83,150.2650602409639,74.0,142.62162162162159,74.0,142.62162162162159,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168156640.0,1157,126.00605012964563,909.0,118.03190319031904,405.0,84.62469135802468,279.0,66.27598566308244,275.0,64.79636363636364,224.0,159.0,116.0,111.0,110.0,62.0,24.0,23.0,23.0,23.0,0.0
168157040.0,496,141.6612903225806,242.0,140.4793388429752,58.0,175.29310344827587,37.0,158.35135135135138,0.0,0.0,77.0,72.0,30.0,24.0,24.0,134.0,95.0,63.0,62.0,62.0,0.0
168157088.0,8,91.375,2.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
168157584.0,14,131.78571428571428,11.0,146.45454545454547,5.0,209.6,1.0,167.0,0.0,0.0,28.0,24.0,21.0,20.0,19.0,11.0,8.0,8.0,7.0,5.0,0.0
168157792.0,1097,198.92276566089333,881.0,197.9700648240636,381.0,212.3307086614173,152.0,228.703947368421,73.0,238.46575342465752,12.0,11.0,2.0,2.0,1.0,32.0,24.0,16.0,14.0,10.0,0.0
168158112.0,567,153.83068783068782,320.0,120.15,146.0,96.81506849315069,105.0,63.97142857142857,18.0,212.77777777777774,40.0,27.0,16.0,15.0,15.0,26.0,19.0,14.0,10.0,10.0,0.0
168158704.0,390,207.55641025641026,309.0,216.05501618122975,70.0,200.5,66.0,206.63636363636363,32.0,179.40625,61.0,22.0,20.0,15.0,14.0,4.0,3.0,2.0,2.0,2.0,0.0
168159120.0,589,182.67572156196945,339.0,179.5427728613569,157.0,163.81528662420382,85.0,154.75294117647059,54.0,169.88888888888889,24.0,23.0,21.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
168159776.0,192,133.36979166666666,108.0,128.78703703703704,42.0,203.90476190476193,25.0,217.28,6.0,237.66666666666663,20.0,11.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0
168160128.0,398,82.678391959799,288.0,80.13194444444444,225.0,76.15111111111109,72.0,93.29166666666669,39.0,91.10256410256409,62.0,49.0,45.0,38.0,35.0,15.0,2.0,2.0,2.0,0.0,0.0
168160896.0,268,253.29104477611943,110.0,258.24545454545455,66.0,220.1060606060606,14.0,351.42857142857144,11.0,255.1818181818182,9.0,9.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
168161008.0,75,513.9733333333334,5.0,5805.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,10.0,10.0,10.0,3.0,2.0,2.0,2.0,2.0,0.0
168161152.0,671,182.54396423248886,555.0,167.74054054054054,170.0,184.81176470588238,42.0,70.07142857142857,16.0,66.25,155.0,143.0,95.0,45.0,40.0,60.0,57.0,44.0,38.0,37.0,0.0
168161728.0,712,132.375,488.0,127.99180327868851,174.0,128.91954022988506,112.0,137.16964285714286,61.0,93.1639344262295,2.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0
168162144.0,497,237.06438631790743,348.0,246.5890804597701,104.0,316.75,72.0,365.04166666666674,21.0,307.57142857142856,31.0,27.0,8.0,3.0,2.0,20.0,19.0,0.0,0.0,0.0,0.0
168162336.0,817,207.1187270501836,624.0,207.06410256410254,176.0,192.8181818181818,56.0,183.23214285714286,1.0,137.0,38.0,33.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
168163584.0,690,191.73043478260868,657.0,188.81278538812785,270.0,204.40370370370368,168.0,227.48809523809524,39.0,266.3333333333333,9.0,9.0,5.0,5.0,4.0,60.0,60.0,30.0,30.0,30.0,0.0
168163872.0,346,154.1791907514451,250.0,162.356,209.0,159.25837320574163,172.0,149.3139534883721,101.0,144.47524752475246,2.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0
168163984.0,425,131.61411764705886,335.0,131.33731343283586,83.0,108.72289156626506,11.0,189.27272727272728,0.0,0.0,33.0,29.0,22.0,10.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0
168164720.0,519,239.20038535645475,250.0,190.96400000000003,126.0,178.27777777777774,117.0,175.89743589743588,18.0,261.5,16.0,13.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
168164816.0,440,268.35,392.0,274.16326530612247,169.0,230.7751479289941,22.0,246.45454545454547,1.0,2377.0,4.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168164880.0,246,125.0691056910569,16.0,29.375,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168165056.0,64,77.453125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,153.0,68.0,68.0,68.0,68.0,0.0
168165248.0,1492,95.6166219839142,727.0,88.12104539202201,343.0,97.93002915451895,184.0,82.6086956521739,39.0,91.28205128205127,40.0,13.0,7.0,7.0,7.0,20.0,1.0,1.0,1.0,1.0,0.0
168165536.0,578,181.05363321799308,474.0,181.54008438818562,306.0,159.94444444444446,176.0,206.1193181818182,67.0,180.23880597014926,96.0,90.0,88.0,88.0,88.0,13.0,12.0,10.0,10.0,10.0,0.0
168165584.0,375,103.25066666666666,296.0,98.02027027027029,149.0,87.80536912751678,87.0,63.2528735632184,64.0,19.984375,27.0,26.0,25.0,25.0,25.0,6.0,6.0,6.0,6.0,6.0,0.0
168166480.0,22,110.9090909090909,1.0,210.0,1.0,210.0,1.0,210.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168166752.0,876,171.66894977168948,399.0,204.96992481203011,189.0,207.3862433862434,86.0,229.34883720930236,29.0,213.4482758620689,125.0,67.0,59.0,39.0,39.0,12.0,11.0,10.0,10.0,10.0,0.0
168167072.0,89,135.94382022471908,52.0,218.1923076923077,17.0,255.82352941176467,1.0,194.0,1.0,194.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168167584.0,236,238.92796610169486,75.0,254.94666666666663,33.0,252.3030303030303,0.0,0.0,0.0,0.0,18.0,18.0,12.0,12.0,12.0,2.0,2.0,2.0,2.0,2.0,0.0
168167856.0,7,119.0,6.0,100.16666666666669,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,23.0,23.0,17.0,17.0,17.0,0.0
168168096.0,770,218.67758875324677,523.0,187.70398782982792,324.0,129.94193097222222,76.0,154.14717940789473,24.0,211.45833333333331,49.0,26.0,23.0,16.0,14.0,5.0,5.0,5.0,5.0,0.0,0.0
168168368.0,113,143.15929203539827,46.0,111.54347826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
168168832.0,64,193.765625,2.0,59.5,2.0,59.5,0.0,0.0,0.0,0.0,21.0,17.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
